rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3637,8,8,7.782323360443115,0.9689033627510071,0.9779027700424194
2,2794,0,7,7.239439487457275,0.8913484811782837,0.9991198778152466
3,3593,0,7,7.013465881347656,0.8590665459632874,0.9995757341384888
4,5157,7,7,6.978931427001953,0.8541330695152283,0.9817425012588501
5,3477,0,7,6.965437889099121,0.8522053956985474,0.9800266027450562
6,4485,7,7,6.955106258392334,0.8507294654846191,0.985734224319458
7,3777,7,7,6.949141979217529,0.8498774170875549,0.9789985418319702
8,4627,8,8,6.844089508056641,0.834869921207428,0.851331889629364
9,3901,0,7,6.799714088439941,0.8285306096076965,0.950039803981781
10,3814,0,7,6.785593032836914,0.8265132904052734,0.8619364500045776
11,3493,7,7,6.721277236938477,0.8173252940177917,0.8907558917999268
12,998,0,7,6.7187371253967285,0.8169624209403992,0.877910852432251
13,3756,6,7,6.6637163162231445,0.8091023564338684,0.9402936100959778
14,4198,8,8,6.506199359893799,0.7865999341011047,0.7832603454589844
15,5150,7,7,6.3182525634765625,0.7597503662109375,0.8090922832489014
16,3794,7,7,6.244853973388672,0.7492648363113403,0.7770042419433594
17,2407,0,6,6.164324760437012,0.7377606630325317,0.8235833048820496
18,3584,3,7,6.040816307067871,0.7201166152954102,0.7426946759223938
19,1501,0,7,6.009941577911377,0.715705931186676,0.7500079274177551
20,5045,7,7,5.931929111480713,0.7045612931251526,0.7070862650871277
