P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,842,383,195,26,22,28,34
2,0,707,398,170,77,41,99,37
3,0,686,405,206,89,28,78,38
4,0,713,415,165,99,32,68,37
5,0,697,483,161,46,11,78,53
