P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,7,852,216,42,61,93,50,0
2,0,814,195,74,49,72,117,0
3,0,791,201,70,89,93,76,0
4,2,805,220,76,36,124,58,0
5,1,746,254,68,51,120,80,0
