P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,495,486,174,81,23,62,0
2,0,652,305,94,105,40,125,0
3,0,567,352,121,121,75,84,0
4,0,605,329,129,68,104,86,0
5,0,471,447,145,96,60,101,0
