P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,111,811,522,23,4,59,0
2,0,168,683,421,109,33,115,0
3,0,148,692,436,141,40,73,0
4,0,136,729,410,163,26,56,9
5,0,184,748,400,64,36,94,3
