P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,7,403,565,198,50,21,53,24
2,0,434,459,188,55,42,70,73
3,0,395,424,287,67,67,51,29
4,2,394,456,231,61,61,69,47
5,0,331,552,214,52,45,98,28
