P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,537,650,211,45,35,48,2
2,3,546,457,245,109,49,118,2
3,1,457,527,324,78,47,95,1
4,2,465,538,284,121,56,61,2
5,3,431,593,252,53,84,111,2
