P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,8,787,248,119,36,43,65,15
2,1,714,232,142,67,31,54,80
3,0,621,259,180,142,52,29,37
4,2,591,297,189,106,44,66,26
5,4,672,274,131,69,60,73,37
