rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1288,3475,3491,0.9510282874107361,1.0,7.657197952270508,5,8,40
2,237,3487,3488,0.9384374022483826,1.0,7.569061756134033,5,8,40
3,1219,3287,4135,0.9077037572860718,1.0,7.353926181793213,5,8,40
4,1216,3287,3868,0.9077037572860718,1.0,7.353926181793213,5,8,40
5,1522,3287,3774,0.9077037572860718,1.0,7.353926181793213,5,8,40
6,1009,3198,3771,0.8626338839530945,1.0,7.038437366485596,5,8,40
7,1048,3198,3693,0.8626338839530945,1.0,7.038437366485596,5,8,40
8,3297,3208,3873,0.857059121131897,1.0,6.999413967132568,5,7,35
9,2148,3208,3862,0.857059121131897,1.0,6.999413967132568,5,7,35
10,3173,3335,3861,0.854730486869812,1.0,6.9831132888793945,5,7,35
11,3636,3335,3804,0.854730486869812,1.0,6.9831132888793945,5,7,35
12,2174,3335,3866,0.854730486869812,1.0,6.9831132888793945,5,7,35
13,2177,3335,4325,0.854730486869812,1.0,6.9831132888793945,5,7,35
14,2115,3116,3335,0.854730486869812,1.0,6.9831132888793945,5,7,35
15,2930,3244,3300,0.8533046841621399,1.0,6.973132610321045,5,7,35
16,5170,3300,4627,0.8533046841621399,1.0,6.973132610321045,5,7,35
17,3724,3448,4271,0.8408617973327637,1.0,6.886032581329346,5,7,35
18,2864,3448,4503,0.8408617973327637,1.0,6.886032581329346,5,7,35
19,2872,3347,3448,0.8408617973327637,1.0,6.886032581329346,5,7,35
20,2861,3448,3858,0.8408617973327637,1.0,6.886032581329346,5,7,35
