P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,726,540,128,64,29,11,32
2,0,556,487,185,118,131,27,25
3,0,464,524,223,141,99,53,26
4,0,439,492,225,146,143,60,24
5,0,626,450,137,127,96,50,43
