P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,299,682,390,73,17,66,3
2,0,496,512,250,119,39,105,8
3,0,375,639,271,107,56,77,5
4,0,358,609,268,152,43,71,28
5,0,285,683,302,116,34,92,17
