set,budget,method,model_seed,common_risk,cvar90,load_risk,top10share,cost_inc
A,20,TEG-low,1,3.1982026346658796,0.07829972436042955,1.6086145957234805,0.7534345031649397,17.420250145720022
A,20,TEG-low,2,3.8025150237737635,0.09887164969060083,2.0222776639465305,0.7796590106335541,15.86865745762718
A,20,TEG-low,3,3.2212120000032796,0.0785346283650464,1.6035432024494962,0.7507640130353289,18.443776355158843
A,20,TEG-low,4,4.646126165957801,0.13527942747929544,2.4230489442053096,0.8282968549131795,12.692923224823073
A,20,TEG-low,5,3.3135423366591006,0.07890368178504989,1.632191430775076,0.7592066329715341,17.51032908883364
A,20,TEG-low,6,3.0683060512696025,0.07207073468609229,1.6621946971876926,0.7392157333965239,19.50446877427356
A,20,TEG-low,7,4.417159188869049,0.1271956484166016,2.2129914840730645,0.8160849280364164,13.18957705279388
A,20,TEG-low,8,4.618017834323983,0.13566317258035887,2.0989397885279697,0.8281831047555646,12.710983895937911
A,20,TEG-low,9,3.495336435606814,0.09028059425611537,1.711338607160036,0.7754860859214835,16.960838760502526
A,25,GCN,0,2.853647047843853,0.061502325270182324,1.4910819293930841,0.7221225532345049,21.16181210523363
A,25,GCN,1,2.916782559220305,0.06381586293291255,1.4550246931824868,0.7298134250459759,20.736437007789135
A,25,GCN,2,3.231046505990048,0.08644815680247972,1.5215885542485803,0.7528870299375217,19.505439056082132
A,25,GCN,3,2.919946308808411,0.06641751514252404,1.6468268907515302,0.7285321438534831,20.861735320276598
A,25,GCN,4,3.036974250481823,0.07838073703872606,1.5426777639898055,0.7394326207325298,20.53254719689849
A,25,GCN,5,3.003976726672917,0.07443955170170359,1.5834354537794597,0.7384478021405643,20.483742118944328
A,25,GCN,6,2.8477686912800797,0.061222251639486955,1.471103689701725,0.7224829222193568,23.92537011969543
A,25,GCN,7,3.1151315517316442,0.07425592438260223,1.5811216986485268,0.7434122606677367,20.10470294633963
A,25,GCN,8,3.2137326739867262,0.08425092186138375,1.618965063506628,0.7540179609901944,19.586932991839983
A,25,GCN,9,2.8941081236159873,0.07000702561457575,1.5041163488896363,0.7275879009775021,20.611573449816152
A,25,J-reranking,0,2.7370448848129563,0.05625779408439856,1.2832650196675046,0.704980977901797,19.993577755151158
A,25,J-reranking,1,2.7129861590620497,0.04970387911153919,1.3153982734743208,0.7135297745567921,20.303728949725944
A,25,J-reranking,2,2.9139979634554267,0.07061805367036103,1.4201240956889425,0.7304143246975928,19.548422684327072
A,25,J-reranking,3,2.846401650996845,0.059351018432714384,1.4837031318699043,0.717410716294175,19.957611611351435
A,25,J-reranking,4,2.9016936853608852,0.06510023256643407,1.531022294200789,0.7277344564790954,20.240974569815776
A,25,J-reranking,5,2.77843779039848,0.052737980234952256,1.3465219492925407,0.7161874639521768,20.94135947924585
A,25,J-reranking,6,2.8352892518736814,0.05389393663934754,1.4191551170553933,0.7220514869988311,23.068195103370137
A,25,J-reranking,7,2.7856230575297363,0.04965394679517458,1.2966896075529877,0.7188047696055493,23.118042700192504
A,25,J-reranking,8,2.823376187078895,0.05335251859733355,1.2928195032432204,0.7220100348803415,22.685646022578677
A,25,J-reranking,9,2.804039509477947,0.055012691842962015,1.2708879641017945,0.7200000681601294,21.643242364495528
A,25,Stable-Tail-GNN,0,2.794882708476497,0.05987151318891457,1.371616262510615,0.7091845934937104,20.910162460890373
A,25,Stable-Tail-GNN,1,2.7265127890034178,0.04892877605313049,1.3095134739764944,0.715452514229599,22.54437450937626
A,25,Stable-Tail-GNN,2,3.024406565234046,0.07550384197061899,1.485925626877957,0.7405900569677069,21.229350917379826
A,25,Stable-Tail-GNN,3,2.9822435813405868,0.06756753417082202,1.4604805164759769,0.7296233208865531,23.33319364583054
A,25,Stable-Tail-GNN,4,3.127943189366833,0.078696905167296,1.6434521955252777,0.7472581810027051,19.445586901892757
A,25,Stable-Tail-GNN,5,2.760800179881301,0.05342918667738482,1.36405471153575,0.7139558965049965,22.190861861129278
A,25,Stable-Tail-GNN,6,2.911727286321336,0.05455142280730516,1.41365767435425,0.7282235296850905,24.047090581487545
A,25,Stable-Tail-GNN,7,2.7856230575297363,0.04965394679517458,1.2966896075529877,0.7188047696055493,23.118042700192504
A,25,Stable-Tail-GNN,8,2.8752263852335807,0.05680155149758019,1.2983615099984807,0.7254103712799195,23.020651022653304
A,25,Stable-Tail-GNN,9,2.812481103726161,0.05320157771470938,1.322101325339385,0.7193698373624088,22.35250361260328
A,25,TEG-low,0,3.1712302418659655,0.07119875681879005,1.6843622407168954,0.7504632852089703,19.317300439923592
A,25,TEG-low,1,2.9286050683973825,0.06628223697908595,1.579360392178059,0.7272764209557379,20.995837904869422
A,25,TEG-low,2,2.9888860667263324,0.07241864676695335,1.4981811152032063,0.7344446746587188,19.8469376065373
A,25,TEG-low,3,2.938554634441059,0.06599859681193397,1.4921067016322156,0.7239599921707364,23.794923415057998
A,25,TEG-low,4,3.095343649177947,0.07522750085106598,1.5959167509396457,0.7406502978024393,20.54045749372768
A,25,TEG-low,5,2.941263270121673,0.06500156508024763,1.5023363684352646,0.7309820262317557,22.657139796858875
A,25,TEG-low,6,3.0683060512696025,0.07207073468609229,1.6621946971876926,0.7392157333965239,19.50446877427356
A,25,TEG-low,7,3.149227563928527,0.07857848613119667,1.5780918811194877,0.7462776637570465,20.260079320875185
A,25,TEG-low,8,3.1847117624058683,0.08008722805183026,1.64567846957446,0.7492261842642728,20.82359730281849
A,25,TEG-low,9,3.1276554737765405,0.06588574842755998,1.6254115847933577,0.7491695359356458,21.15420461870952
A,30,GCN,0,2.7257221019150064,0.05728161415939738,1.3844161950208038,0.70773837087409,24.353288346040742
A,30,GCN,1,2.5508364078959445,0.04900067218910785,1.2363387968190414,0.6839684586278254,26.339896560926224
A,30,GCN,2,2.898124475891507,0.06466056541021564,1.4559531660515979,0.7283468460474977,24.575309626040937
A,30,GCN,3,2.6301823089663077,0.050919488400741175,1.4200331454171466,0.6954611539855567,24.794055749163512
A,30,GCN,4,2.748916281149646,0.055416769311142346,1.4094947542841307,0.710474609531804,26.608633086988497
A,30,GCN,5,2.776312149291644,0.05547576392338201,1.4006371206318795,0.7159570328294985,25.857120554745336
A,30,GCN,6,2.7913114798789165,0.057363146318694956,1.4381446842459635,0.7154726541024246,25.549361701596517
A,30,GCN,7,2.747547993571489,0.055798822320391815,1.3757625771650193,0.7108027252297017,24.866057348762602
A,30,GCN,8,2.7973651499217143,0.0516574995586858,1.3022290921793604,0.7199306936257717,25.953469485073906
A,30,GCN,9,2.7557354719832943,0.05706261633646444,1.4030082031196223,0.71305678610761,24.185750586552427
A,30,J-reranking,0,2.2758223480326154,0.03868074765248608,1.178607321361973,0.646135928189892,27.159536744356707
A,30,J-reranking,1,2.5145914232833055,0.046370676823499754,1.2407922420012614,0.6823283684728387,23.093187170426592
A,30,J-reranking,2,2.754368730654355,0.059521549390453864,1.4185290072332577,0.7139876118826433,23.573208439634904
A,30,J-reranking,3,2.4826789239093543,0.04703442732093395,1.2959171087104593,0.6749262502177406,26.744896537985852
A,30,J-reranking,4,2.6927764331399207,0.049648869489283584,1.3008134446911297,0.7072798642423338,24.998376539749408
A,30,J-reranking,5,2.7154249181170362,0.04857688459916211,1.2859537341695315,0.7083573777890391,22.728258725279126
A,30,J-reranking,6,2.7019628609482074,0.05083994978953155,1.3680577558816203,0.7077744090505533,25.137266558898137
A,30,J-reranking,7,2.609450006525307,0.046087877185702994,1.1794465335217428,0.6927456722070927,25.709358685743883
A,30,J-reranking,8,2.597326597169591,0.04792007041497642,1.2123084193338225,0.6983744958251734,25.4862161203818
A,30,J-reranking,9,2.669243654742902,0.05255069153855202,1.2440888338702796,0.7020246931316011,23.357151095257613
A,30,Stable-Tail-GNN,0,2.4719311711039165,0.04634749247266319,1.2396063310187446,0.6745581412456054,24.682845593870713
A,30,Stable-Tail-GNN,1,2.7265127890034178,0.04892877605313049,1.3095134739764944,0.715452514229599,22.54437450937626
A,30,Stable-Tail-GNN,2,2.8592142708732693,0.06220623783103657,1.428761386948374,0.7211637240709067,26.104141779578423
A,30,Stable-Tail-GNN,3,2.9822435813405868,0.06756753417082202,1.4604805164759769,0.7296233208865531,23.33319364583054
A,30,Stable-Tail-GNN,4,2.7693004568399373,0.05010162838196512,1.3523626675731615,0.7187312451420429,25.298457009325933
A,30,Stable-Tail-GNN,5,2.760800179881301,0.05342918667738482,1.36405471153575,0.7139558965049965,22.190861861129278
A,30,Stable-Tail-GNN,6,2.7354952823613408,0.05211770305684351,1.3414470397930502,0.7091105813227085,27.985820336797964
A,30,Stable-Tail-GNN,7,2.642374447406767,0.04646166072261268,1.1906572311339962,0.6981085704780815,25.304276767603934
A,30,Stable-Tail-GNN,8,2.5924472763485844,0.050980797836208916,1.2748664681437076,0.6961664886062141,28.05880516132755
A,30,Stable-Tail-GNN,9,2.812481103726161,0.05320157771470938,1.322101325339385,0.7193698373624088,22.35250361260328
A,30,TEG-low,0,2.3252818989557302,0.04252185204701171,1.1885322833203884,0.6515531075735517,27.828507551130304
A,30,TEG-low,1,2.503379353843676,0.04981466626083065,1.2566121658778244,0.6792011216326738,26.76609427312112
A,30,TEG-low,2,2.87530344073843,0.06374329827762064,1.4222369635529655,0.7251130994597967,23.563429795636637
A,30,TEG-low,3,2.5667248475910376,0.051344566649382986,1.3161134339932392,0.6821220531682057,28.87710414693577
A,30,TEG-low,4,2.891147693225797,0.05788519657858036,1.4274870127648676,0.7222823065244247,26.557438163824987
A,30,TEG-low,5,2.8257995570596983,0.056775570916133444,1.445929644177427,0.7212939239305414,27.702077298479765
A,30,TEG-low,6,2.9353737161813522,0.06613949844233745,1.5450760372638,0.727552307650263,23.98679858459206
A,30,TEG-low,7,2.886824363844661,0.06181829877317187,1.4929697416311014,0.7242718513353029,26.07003621648501
A,30,TEG-low,8,3.0644495990844436,0.07445193938870535,1.4915742301104105,0.7378461756401256,25.75114401467881
A,30,TEG-low,9,2.6681706718880944,0.0533970721099943,1.303557725469338,0.7003571427891302,26.24100923335348
B,20,GCN,0,5.418690030112014,0.1314700249201784,2.6710912441445838,0.838869301286772,13.74732469043154
B,20,GCN,1,5.4446632577066625,0.12798355581683768,2.6223703614188705,0.832361741183812,15.059001033056862
B,20,GCN,2,6.264914637308271,0.14589596584405023,3.0629219905688285,0.8554854155237293,13.914577893574299
B,20,GCN,3,5.738369992261905,0.13727662540087057,2.9555761576731863,0.8457988140558672,13.069697719343495
B,20,GCN,4,5.868493487718773,0.14906144581441044,2.6835372495810796,0.8484305516301214,13.51579758915901
B,20,GCN,5,5.902176384151732,0.14014884761873575,2.9548645622110747,0.8476047954262652,13.179314948043933
B,20,GCN,6,5.860381996432724,0.14318268847671095,2.8350813287869157,0.8475118958940839,13.834979343465108
B,20,GCN,7,6.018127831970213,0.14776078628235934,3.0033001387654084,0.8534032347840773,14.235031586002396
B,20,GCN,8,5.549831410236608,0.1347753380533514,2.58977467373483,0.8388237502787016,14.502816057870922
B,20,GCN,9,5.684630703033105,0.13861915428385033,2.7137491653108077,0.8425407680913686,13.310245417826698
B,20,J-reranking,0,4.561084649133548,0.10623781909443457,2.2789740461160184,0.801333734747168,16.113180571325525
B,20,J-reranking,1,4.192289652556014,0.09611421273253759,2.016888262590622,0.7858424468233214,17.884520334378834
B,20,J-reranking,2,5.143253367289078,0.12030500471014713,2.4414178350504754,0.8261751105444745,13.470949698121762
B,20,J-reranking,3,4.305950346135795,0.10097349253146497,2.1190068638258097,0.7943602651158803,18.58275960460242
B,20,J-reranking,4,4.708090195481487,0.1081201041792961,2.3321951544684025,0.8116279960571957,14.54391170630143
B,20,J-reranking,5,4.1207974454110925,0.09683972702325484,2.0988033358862017,0.7901676802764755,18.99731575363278
B,20,J-reranking,6,5.353815450148219,0.12882983118438468,2.4381560260104758,0.832155763178976,14.247480298623946
B,20,J-reranking,7,5.050559543426902,0.12324920123433088,2.5225498884060165,0.8228614971997746,14.38655419055085
B,20,J-reranking,8,4.236838842764394,0.10235195681615887,2.0935380740713914,0.793135263433436,18.618907981048995
B,20,J-reranking,9,3.800639103591861,0.08828264034892307,1.8884079005970456,0.7705275351623773,17.05231812473071
B,20,Stable-Tail-GNN,0,4.695159056691432,0.10909760250648352,2.37140842291741,0.8056698957494998,15.936685017255803
B,20,Stable-Tail-GNN,1,4.306021035486992,0.09994996182259369,1.989311531425603,0.792060795557243,18.08047499398652
B,20,Stable-Tail-GNN,2,6.16266975203913,0.14879286126995792,2.981014217451952,0.8537069498996782,13.217753547008993
B,20,Stable-Tail-GNN,3,4.305950346135795,0.10097349253146497,2.1190068638258097,0.7943602651158803,18.58275960460242
B,20,Stable-Tail-GNN,4,5.137109123529503,0.11904449438197898,2.6630857568832402,0.8231254728418534,13.991717462029863
B,20,Stable-Tail-GNN,5,4.115264330955435,0.09536767032217618,2.2231905524180307,0.789066339201514,18.760074615589318
B,20,Stable-Tail-GNN,6,5.401931770006714,0.1329287151519624,2.6434623667723947,0.8329625088444088,14.370541194002868
B,20,Stable-Tail-GNN,7,5.365775775680747,0.12935806211171866,2.5303935553927586,0.82993421179262,14.294674543574866
B,20,Stable-Tail-GNN,8,4.32407518703519,0.10306457894730295,2.181511341793546,0.7953992132135514,18.56740077894487
B,20,Stable-Tail-GNN,9,3.778961803331201,0.08848615904345052,1.8794178771136096,0.770528051930948,17.49173983110416
B,20,TEG-low,0,5.64652089089482,0.1308368726545412,2.9507645355414645,0.8407704207373529,13.72745109455472
B,20,TEG-low,1,5.009128329362928,0.11475145890512459,2.795489723695557,0.818139516960764,16.316514749812487
B,20,TEG-low,2,5.145668878489795,0.12008786021768539,2.5233957348010954,0.8258610998528552,13.404144905119093
B,20,TEG-low,3,5.649010625356398,0.13746079349622353,2.8664125462071968,0.8424518223014413,13.362652573872435
B,20,TEG-low,4,5.014388871402438,0.11688084899404719,2.6184011674241128,0.8233839086419564,14.512670892972451
B,20,TEG-low,5,5.08820200526347,0.11968816303561898,2.5421845413464235,0.8233448930311917,14.858306258471748
B,20,TEG-low,6,5.939828568624521,0.13990567024903372,3.1304185196419856,0.8470704941342813,13.688609432744187
B,20,TEG-low,7,6.028086598120952,0.14281893102404147,3.0077239154915967,0.8504807878611578,13.30056571963703
B,20,TEG-low,8,6.1879746639550355,0.1497770614580193,2.9863360755125683,0.853822587240816,12.544697999782722
B,20,TEG-low,9,4.48039291854604,0.10321810472959562,2.256429204134237,0.8017510968927326,14.569782735736695
B,25,GCN,0,3.954486394548198,0.09542655643970181,2.1363358657925486,0.7810396905341186,22.44762466767047
B,25,GCN,1,4.132409966807739,0.09568682859416928,1.9459210713243635,0.7871038854035216,20.57142131073052
B,25,GCN,2,4.153068462776426,0.10092738925212122,2.233816864118651,0.7936768967595825,23.259862405456893
B,25,GCN,3,4.43089186524933,0.1106973464531233,2.1854379433498368,0.8041248573763383,22.064953020680235
B,25,GCN,4,4.11843486677408,0.09827342315883715,2.042701351864047,0.7869029785650027,23.113031040808927
B,25,GCN,5,3.76226496719501,0.08717825877541627,1.86232403162851,0.7691161422904675,21.206436634481623
B,25,GCN,6,4.0172636816991645,0.0921837465407775,1.8503686534786763,0.7814054391641194,23.330100446085567
B,25,GCN,7,4.256203810360529,0.10789892202239688,2.1665444928278865,0.7959252504327148,23.282370399776987
B,25,GCN,8,3.882414551271135,0.09174155531753378,1.9599530918728227,0.7748789901779881,23.71000976107189
B,25,GCN,9,3.9857110097059776,0.09671337550520719,1.9210034070209143,0.7828452641126883,21.605699874957775
B,25,J-reranking,0,3.384628292841491,0.07934135303331187,1.6881523500715307,0.7438260298662179,21.005929347173275
B,25,J-reranking,1,3.856542888014039,0.08874923714654417,1.8011060046144265,0.7685692654453076,20.720667170967605
B,25,J-reranking,2,3.9345482751344507,0.09179396326924782,2.0030925739824523,0.780513757538585,22.170972476549274
B,25,J-reranking,3,3.7994868658735874,0.08812737708765132,1.8849126910867355,0.7678374231583214,22.377715136481477
B,25,J-reranking,4,3.8314122921369047,0.08985728059001395,1.7236347466828104,0.7719011626584236,21.694806782305804
B,25,J-reranking,5,3.7466232888413713,0.0863121507841052,1.758061218464054,0.765836732573586,21.71703931033297
B,25,J-reranking,6,3.8336767599895167,0.08736967429919437,1.8038754111048039,0.7722546223312701,23.108676564119488
B,25,J-reranking,7,3.626950847821879,0.08649713931207378,1.605089518762831,0.757828846272821,20.839985444337977
B,25,J-reranking,8,3.8477606270733014,0.0910778975274151,1.8714193395451086,0.7718761328533326,22.92752700380924
B,25,J-reranking,9,3.4311966829787517,0.07881121934223981,1.5902905958019606,0.746758406591811,21.29157284434447
B,25,Stable-Tail-GNN,0,3.588396156416658,0.08486919173270818,1.8883896466352739,0.7566510668763341,20.839690020811013
B,25,Stable-Tail-GNN,1,3.90560413367936,0.08990314792393328,1.8569253618902468,0.7712869521972661,21.785660579694163
B,25,Stable-Tail-GNN,2,4.1137142747168935,0.09685206911741895,1.956677245726027,0.7887762225977077,21.51927665188771
B,25,Stable-Tail-GNN,3,3.8567764416053594,0.09017448535308639,1.9892268985050527,0.7708486315131864,23.48428571586583
B,25,Stable-Tail-GNN,4,4.005809188574399,0.09535659024471677,1.8789352300217523,0.7805348056000829,20.587983178266253
B,25,Stable-Tail-GNN,5,3.9085445933713094,0.09000450061124561,2.0820714487154692,0.7761005166021111,23.202785560870556
B,25,Stable-Tail-GNN,6,4.028171778603988,0.09050913581898692,1.962753159554359,0.7812434074078327,22.971251535443564
B,25,Stable-Tail-GNN,7,3.7889611580423845,0.09108427588065028,1.7227606204237165,0.7668870429821617,20.760829560085327
B,25,Stable-Tail-GNN,8,4.026430429582445,0.09685544006893529,2.046729999272767,0.7819309181339039,21.142194540520315
B,25,Stable-Tail-GNN,9,3.3958740900130238,0.07836988940972633,1.6831809932375799,0.7448899811116705,21.291956528917346
B,25,TEG-low,0,3.7701058639977427,0.08931844262081846,1.9959214019932616,0.7682818542040195,21.618664174817315
B,25,TEG-low,1,4.292291538715808,0.09862924150985106,2.2635558566070717,0.7937501321898882,20.124718713565724
B,25,TEG-low,2,4.2659872298114045,0.10547431904133106,2.145038935812886,0.7971945223152107,22.2744876971921
B,25,TEG-low,3,4.102084662398554,0.09978376525715044,2.1184607857019886,0.7848402171201069,21.03677508607287
B,25,TEG-low,4,4.258268243965125,0.10193053658305236,1.9482355088498113,0.7947289346384073,23.73058779842169
B,25,TEG-low,5,4.14353832987098,0.09597335924455755,1.9903312071195773,0.7885431157083229,20.24705380507059
B,25,TEG-low,6,4.110254182855269,0.09575391999106629,2.1089279739605473,0.7880777901487754,22.745726492038486
B,25,TEG-low,7,3.706961586244205,0.08700267887888502,1.8771713847353904,0.7627898489815816,21.109286316578682
B,25,TEG-low,8,4.157917165873476,0.10108780298183737,1.9801751945097752,0.7919504201366983,20.89818297467875
B,25,TEG-low,9,3.962110479517244,0.09252479332703388,1.9267279135790916,0.7764499709878433,20.378603017121417
B,30,GCN,0,3.371023727669711,0.07812371606784321,1.699782091174922,0.7441793983676377,27.960439140555803
B,30,GCN,1,3.5811329292896503,0.08303567935853998,1.7901113093609928,0.7566020548696223,26.915931561090606
B,30,GCN,2,3.9582246516799193,0.09427990308294151,2.19537128640638,0.7808109639334848,25.402263817253537
B,30,GCN,3,3.4644277068959157,0.08045082983400809,1.808751374004035,0.7484610916880017,28.356623540355354
B,30,GCN,4,3.6475944175348216,0.08655799304298603,1.8325478027837991,0.7588252852623107,25.85953856880163
B,30,GCN,5,3.3129373894342846,0.07553403429779222,1.7039968509138437,0.7388692742679338,26.641850605089864
B,30,GCN,6,4.0172636816991645,0.0921837465407775,1.8503686534786763,0.7814054391641194,23.330100446085567
B,30,GCN,7,4.256203810360529,0.10789892202239688,2.1665444928278865,0.7959252504327148,23.282370399776987
B,30,GCN,8,3.661417307220308,0.08568103712666357,1.8055900485355594,0.760887312999796,25.652248273255424
B,30,GCN,9,3.586207233164187,0.0831060167000993,1.8561728578582872,0.7576867227541942,28.44035708173509
B,30,J-reranking,0,3.2295612303281658,0.07303374371114654,1.5200501583398554,0.7295615784189378,24.842099305400936
B,30,J-reranking,1,3.4744256842599244,0.08041186927679653,1.7755136979723845,0.7472168281748806,25.10149676624207
B,30,J-reranking,2,3.3795729080587753,0.07674551624690895,1.560966717518665,0.7406235859049306,28.83099300296425
B,30,J-reranking,3,3.242574400912152,0.07203980385403859,1.6814563551862007,0.7307924372541037,27.60708889978593
B,30,J-reranking,4,3.2243798627552005,0.07390278966209568,1.624651987568268,0.733243236496911,26.55964401798071
B,30,J-reranking,5,3.2920413775788795,0.07505382278513846,1.6362290129408392,0.7370963308094748,27.011440664721427
B,30,J-reranking,6,3.492971200830047,0.0792184622653896,1.5498763458244293,0.750489357508284,26.94168177742025
B,30,J-reranking,7,3.4006173501373937,0.07897458941200405,1.5831354622164695,0.7428132522263908,23.85061731496566
B,30,J-reranking,8,3.2762365722607933,0.07403874708283316,1.5901618519667662,0.7342675743047127,28.93422623493895
B,30,J-reranking,9,3.3401113998057923,0.07655927780269937,1.546118636257442,0.7394413948881415,22.685099946468256
B,30,Stable-Tail-GNN,0,3.3417868144505114,0.077448865186034,1.7391830152861683,0.7409683201059065,23.957143998138918
B,30,Stable-Tail-GNN,1,3.7881424545742868,0.08747869807499965,1.8265272111485977,0.7653473885020474,25.284144080418642
B,30,Stable-Tail-GNN,2,3.4982061492883885,0.08074289690798403,1.6489870806167506,0.7517617586581669,27.476972696625143
B,30,Stable-Tail-GNN,3,3.576900451129583,0.08259680661178746,1.7677968054742563,0.753506973340745,27.448342588597086
B,30,Stable-Tail-GNN,4,3.269333474653719,0.07520253409954651,1.824618791917743,0.7377468796901618,26.123833035551364
B,30,Stable-Tail-GNN,5,3.3956462517461725,0.07803329116511061,1.7990088310371828,0.7444093716596825,27.950559608472012
B,30,Stable-Tail-GNN,6,3.602823981847169,0.08211376938824441,1.7201594513420009,0.7577423042221108,27.80089895181298
B,30,Stable-Tail-GNN,7,3.415670825741791,0.08102294908834441,1.854988966169057,0.7441695171725922,24.682116583744808
B,30,Stable-Tail-GNN,8,3.3946419849519165,0.07790284416492893,1.690167881655914,0.7412938489790425,27.493322105433503
B,30,Stable-Tail-GNN,9,3.3523945642274584,0.07780728915609532,1.6313896742604677,0.7410699622198405,22.49860884176395
B,30,TEG-low,0,3.25528734685387,0.07310324795068397,1.6063946797621287,0.7301001318674902,27.02490540545037
B,30,TEG-low,1,3.663909474877568,0.08431762145966172,1.8843885704093108,0.7638215125042798,26.541921123204048
B,30,TEG-low,2,3.529629171652548,0.08133943407268462,1.805504325891679,0.75069873394948,28.09627093024664
B,30,TEG-low,3,3.4519961722635664,0.08002860059960305,1.695948290022106,0.7480370744784153,25.781029817102244
B,30,TEG-low,4,4.258268243965125,0.10193053658305236,1.9482355088498113,0.7947289346384073,23.73058779842169
B,30,TEG-low,5,3.7139314553742486,0.08729769521059673,1.866652526891197,0.7684255672170709,26.62615117932633
B,30,TEG-low,6,3.6430245760987887,0.0833297987352436,1.7703839303208397,0.7599621549449894,26.070493434266336
B,30,TEG-low,7,3.3902243690350184,0.07899323026955979,1.7025188185574947,0.7420684818057708,24.013354404993056
B,30,TEG-low,8,3.624980558616984,0.08539592344241023,1.843120646932411,0.7590851736718196,27.106060261065466
B,30,TEG-low,9,3.5458869532893216,0.07967030403919693,1.670465991717761,0.7503707634304174,25.887868640349005
