P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,744,475,126,78,57,49,1
2,0,685,412,123,88,86,87,48
3,0,592,457,162,134,56,100,29
4,0,598,424,150,142,106,85,24
5,0,569,507,135,84,58,157,19
