rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4170,4485,4620,0.8669065833091736,0.9999998807907104,7.068346977233887,5,8,40
2,4165,4485,5102,0.8669065833091736,0.9999998807907104,7.068346977233887,5,8,40
3,1040,3777,4886,0.8588001132011414,0.9999998807907104,7.011601448059082,5,8,40
4,837,3739,3777,0.8588001132011414,0.9999998807907104,7.011601448059082,5,8,40
5,6056,3777,4238,0.8588001132011414,0.9999998807907104,7.011601448059082,5,8,40
6,6058,3777,4260,0.8588001132011414,0.9999998807907104,7.011601448059082,5,8,40
7,451,3477,3873,0.8435209393501282,0.9999998807907104,6.904647350311279,5,7,35
8,2373,3477,4202,0.8435209393501282,0.9999998807907104,6.904647350311279,5,7,35
9,372,3477,3862,0.8435209393501282,0.9999998807907104,6.904647350311279,5,7,35
10,2124,3651,4687,0.7748358249664307,0.9999998807907104,6.423851490020752,5,7,35
11,2115,3651,4265,0.7748358249664307,0.9999998807907104,6.423851490020752,5,7,35
12,2111,3651,4815,0.7748358249664307,0.9999998807907104,6.423851490020752,5,7,35
13,5487,3584,4470,0.7720118165016174,0.9999998807907104,6.404083728790283,5,7,35
14,4246,3584,5118,0.7720118165016174,0.9999998807907104,6.404083728790283,5,7,35
15,4384,3584,4426,0.7720118165016174,0.9999998807907104,6.404083728790283,5,7,35
16,6602,3584,5220,0.7720118165016174,0.9999998807907104,6.404083728790283,5,7,35
17,2904,3584,4613,0.7720118165016174,0.9999998807907104,6.404083728790283,5,7,35
18,2288,3701,4144,0.7560293674468994,0.9999998807907104,6.292206287384033,5,7,35
19,2286,3701,4109,0.7560293674468994,0.9999998807907104,6.292206287384033,5,7,35
20,3060,5028,5029,0.7472843527793884,0.9999998807907104,6.230990886688232,5,7,35
