P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,558,431,142,40,61,78,11
2,0,580,321,125,98,31,101,65
3,0,535,332,136,108,83,86,40
4,0,507,379,146,85,54,123,27
5,0,451,444,131,100,44,123,27
