P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,557,389,132,65,63,91,24
2,0,631,281,81,69,54,131,74
3,0,596,314,99,91,56,132,32
4,0,527,318,102,84,93,129,68
5,2,520,348,129,76,62,145,38
