P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,366,626,196,48,26,46,13
2,0,458,435,191,86,29,114,8
3,0,395,490,233,89,37,74,2
4,0,357,517,219,87,39,74,28
5,0,340,578,194,70,35,95,8
