method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,total_risk_wilcoxon_p,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,max_risk_wilcoxon_p,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar80_wilcoxon_p,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,cvar90_wilcoxon_p,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,re_wilcoxon_p,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,gini_wilcoxon_p,path_overlap_with_cvar,selected_path_changed_rate,risk_source
CVaR-risk,150,9.933333333333334,2.61299454499431,0.004419119536512599,0.009932332501673096,0.01854460623348132,0.07739737755710738,0.01165864831179432,0.04031658212114612,0.017033171097411672,0.0757860768560598,0.0023434847591342917,0.009887459818077536,0.19797096194444727,0.13952663110293034,0.4012558774213175,0.14946380685989943,0.040701581565228004,0.08343846510450281,0.10265873015871677,0.1243511905596323,0.5397115147561397,0.4226152029405836,0.5993408127110462,0.42701199694705505,0.2734324381253943,0.040701581565228004,0.851145746111463,0.5397115147561397,0.7409727519700147,4.2477822569577363e-20,0.19762729104297858,0.01854460623348132,0.9061637381329356,0.5898682855034407,0.8738252187056195,1.27790488451893e-19,0.11084202908981954,0.01165864831179432,0.8948174405645201,0.5790272184644003,0.8317987321392168,4.0959896321527474e-20,0.17080201829162736,0.017033171097411672,0.9002753523132876,0.5993408127110462,0.8507519674604084,1.3124691783787857e-20,0.028871945195866385,0.0023434847591342917,0.9188317675115065,0.6599559619517337,0.9626331362157479,8.74847894344336e-20,0.6135839695923708,0.4012558774213175,0.3460456965845532,0.2220621882420312,0.30911531084479005,4.4121305293174e-16,1.0,0.0,ST-v1_seed0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03129855422403311,0.04101350989671613,0.19762729104297858,0.24160687410152634,0.11084202908981954,0.15355498849085722,0.17080201829162736,0.22188968862193797,0.028871945195866385,0.04077087408656135,0.4775751666354275,0.2849113592182669,0.6135839695923708,0.23384795993911525,0.2734324381253943,0.3333666848111963,0.0,0.0,0.0,0.0,0.0,0.0,0.2734324381253943,0.2734324381253943,0.0,0.0,0.0,1.0,0.19762729104297858,0.19762729104297858,0.0,0.0,0.0,1.0,0.11084202908981954,0.11084202908981954,0.0,0.0,0.0,1.0,0.17080201829162736,0.17080201829162736,0.0,0.0,0.0,1.0,0.028871945195866385,0.028871945195866385,0.0,0.0,0.0,1.0,0.6135839695923708,0.6135839695923708,0.0,0.0,0.0,1.0,0.23333333333333334,0.7666666666666666,ST-v1_seed0
CVaR-risk,150,9.9,2.5951684586668087,0.0048200868013114845,0.011118552360923163,0.02000362172606401,0.08325885937839794,0.012827840313289521,0.0436579194280013,0.018914754691714834,0.08258723132806498,0.0027553296597944113,0.01109349122029731,0.2009954506268787,0.13576230094380062,0.4114202258463275,0.14241466434540773,0.04393092702140232,0.09021594526453759,0.09845743145741864,0.11056639962708831,0.5355724781419504,0.4351935715923618,0.5895893529518188,0.4390355512988469,0.30254068254424726,0.04393092702140232,0.854793323486893,0.5355724781419504,0.7389583368050687,2.9386249612217582e-19,0.216819987349445,0.02000362172606401,0.9077408777137678,0.5897198032982387,0.8742736979894821,2.729378163937182e-19,0.12163054150694774,0.012827840313289521,0.8945343812890012,0.5720019440633156,0.8121881877725663,2.73058861461208e-19,0.1881679736705135,0.018914754691714834,0.8994794155261804,0.5895893529518188,0.875100413775727,5.983811845029786e-20,0.03223400431502444,0.0027553296597944113,0.9145210246365619,0.6373559110483222,0.956372093248171,8.520880371261791e-20,0.6180562223991967,0.4114202258463275,0.3343320381929116,0.23904226298150627,0.28615003121949445,2.1248104072264307e-16,1.0,0.0,ST-v1_seed1
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.034625139349398475,0.043789677480136846,0.216819987349445,0.2529483066318162,0.12163054150694774,0.1646172115378515,0.1881679736705135,0.23471120709580007,0.03223400431502444,0.04360899302840635,0.47924554127851765,0.2860232697470757,0.6180562223991967,0.22670388241001707,0.30254068254424726,0.36325207009386545,0.0,0.0,0.0,0.0,0.0,0.0,0.30254068254424726,0.30254068254424726,0.0,0.0,0.0,1.0,0.216819987349445,0.216819987349445,0.0,0.0,0.0,1.0,0.12163054150694774,0.12163054150694774,0.0,0.0,0.0,1.0,0.1881679736705135,0.1881679736705135,0.0,0.0,0.0,1.0,0.03223400431502444,0.03223400431502444,0.0,0.0,0.0,1.0,0.6180562223991967,0.6180562223991967,0.0,0.0,0.0,1.0,0.26,0.74,ST-v1_seed1
CVaR-risk,150,9.84,2.6166221372976217,0.005348898998645528,0.011527366094196932,0.022038108415436,0.08823594652349098,0.013841608451782832,0.045206989601390656,0.02052064167827161,0.08644571293282996,0.002797040982667699,0.011513973692573815,0.1951228363939885,0.14074052841735435,0.3911883794821685,0.1418573932603529,0.04890091245578322,0.09441742957624577,0.0912537277537158,0.11211279517997892,0.5511271262226934,0.40931769396931467,0.5958267340020029,0.4349868134090309,0.33938143054986236,0.04890091245578322,0.8559116437884938,0.5511271262226934,0.7487895755325813,1.0034451064463658e-19,0.24730161289839694,0.022038108415436,0.9108857068983163,0.5968304472767924,0.9124876437081492,8.74480969333675e-20,0.13277408775284938,0.013841608451782832,0.895750679315953,0.5810509259557417,0.8598150599466274,8.747663427812937e-20,0.2093396512946735,0.02052064167827161,0.901974415490508,0.5958267340020029,0.8822144753048713,8.747255697153971e-20,0.0352678765397314,0.002797040982667699,0.920691539780192,0.6629866114515558,0.9550665892407441,1.2785116740429776e-19,0.6149545914388651,0.3911883794821685,0.3638743658011669,0.24974646208328058,0.3233218298327948,2.40707272260941e-16,1.0,0.0,ST-v1_seed2
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03821904951532988,0.04546112362228479,0.24730161289839694,0.28310726770650135,0.13277408775284938,0.16784774646467027,0.2093396512946735,0.2476113953825303,0.0352678765397314,0.045271555952809704,0.4811931691472961,0.28789228263867284,0.6149545914388651,0.2293029917835047,0.33938143054986236,0.3846355429588063,0.0,0.0,0.0,0.0,0.0,0.0,0.33938143054986236,0.33938143054986236,0.0,0.0,0.0,1.0,0.24730161289839694,0.24730161289839694,0.0,0.0,0.0,1.0,0.13277408775284938,0.13277408775284938,0.0,0.0,0.0,1.0,0.2093396512946735,0.2093396512946735,0.0,0.0,0.0,1.0,0.0352678765397314,0.0352678765397314,0.0,0.0,0.0,1.0,0.6149545914388651,0.6149545914388651,0.0,0.0,0.0,1.0,0.26666666666666666,0.7333333333333334,ST-v1_seed2
CVaR-risk,150,10.04,2.603250420470119,0.0045542230381620035,0.010909278269454693,0.018024686132169638,0.07667558867958058,0.012307979310532874,0.043605799615077136,0.016731177216732045,0.0756964799115295,0.0025433798478747367,0.01088907687309397,0.1885411050438283,0.12598088069585234,0.3878913217575241,0.14152301078461643,0.04200363071985578,0.0892027724539788,0.1177039719539563,0.15206567078966007,0.5298678280076737,0.4360188705541432,0.6016310391958277,0.43027067186667856,0.2651379251923633,0.04200363071985578,0.841578187314309,0.5298678280076737,0.753235184764547,3.790878141699622e-20,0.1937513923284132,0.018024686132169638,0.9069700304268041,0.5922395478157696,0.9074233509908998,4.085505667250658e-20,0.10914490365711065,0.012307979310532874,0.887232670523153,0.5772664827890217,0.80487344307452,2.1586341323113582e-20,0.1690012545468441,0.016731177216732045,0.9009996862893378,0.6016310391958277,0.8888297467843258,2.874272459368784e-21,0.02824004258846197,0.0025433798478747367,0.9099371100161222,0.6629652773174479,0.9588464601731967,1.4203928063120196e-20,0.6101289609750049,0.3878913217575241,0.36424699273736155,0.2345727912074917,0.355610400409686,1.1366705287732644e-16,1.0,0.0,ST-v1_seed3
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.030561611074441455,0.04095624882863999,0.1937513923284132,0.24575835384048084,0.10914490365711065,0.15854560694969946,0.1690012545468441,0.22627938627254954,0.02824004258846197,0.04078613350723733,0.4783751925584714,0.2859965647982964,0.6101289609750049,0.23349578647383107,0.2651379251923633,0.333584497739614,0.0,0.0,0.0,0.0,0.0,0.0,0.2651379251923633,0.2651379251923633,0.0,0.0,0.0,1.0,0.1937513923284132,0.1937513923284132,0.0,0.0,0.0,1.0,0.10914490365711065,0.10914490365711065,0.0,0.0,0.0,1.0,0.1690012545468441,0.1690012545468441,0.0,0.0,0.0,1.0,0.02824004258846197,0.02824004258846197,0.0,0.0,0.0,1.0,0.6101289609750049,0.6101289609750049,0.0,0.0,0.0,1.0,0.20666666666666667,0.7933333333333333,ST-v1_seed3
CVaR-risk,150,9.88,2.62645293762463,0.005428663996916777,0.012139948366526987,0.02185654453622798,0.08662600433023084,0.014061969428698324,0.047114676605608315,0.020059745563194155,0.08356770340985159,0.00295518632127593,0.012118236896843907,0.19039600878281074,0.14122202953083202,0.37036053236136157,0.14835920187039325,0.049531509382804505,0.0977732478003563,0.09518097643096415,0.11065699421278924,0.5264810902196025,0.43466108362492056,0.5881918764318469,0.43781160903193034,0.32683119740409894,0.049531509382804505,0.8484492613402159,0.5264810902196025,0.7418263967216623,2.146722913650073e-19,0.2415464363526553,0.02185654453622798,0.9095141088928045,0.5826559547375433,0.9155514277179305,1.8675981440412378e-19,0.13309737946560038,0.014061969428698324,0.894348262256906,0.5686633767005282,0.8283336209400052,8.747255697153971e-20,0.2059618249752869,0.020059745563194155,0.9026045454466929,0.5881918764318469,0.8972584250774172,4.0952530792838606e-20,0.03441034548011451,0.00295518632127593,0.9141192487039159,0.6480832086079635,0.9576029582338516,6.151156117870838e-20,0.6040386538478627,0.37036053236136157,0.3868595494634852,0.2724260750816928,0.38090340660834304,3.794842361876238e-17,1.0,0.0,ST-v1_seed4
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03721543992643133,0.04587957329663176,0.2415464363526553,0.28356791361199724,0.13309737946560038,0.17739422374404287,0.2059618249752869,0.25269008900619416,0.03441034548011451,0.04567919816360449,0.4796174842313341,0.28845434459922137,0.6040386538478627,0.24208056755196466,0.32683119740409894,0.37858042573380923,0.0,0.0,0.0,0.0,0.0,0.0,0.32683119740409894,0.32683119740409894,0.0,0.0,0.0,1.0,0.2415464363526553,0.2415464363526553,0.0,0.0,0.0,1.0,0.13309737946560038,0.13309737946560038,0.0,0.0,0.0,1.0,0.2059618249752869,0.2059618249752869,0.0,0.0,0.0,1.0,0.03441034548011451,0.03441034548011451,0.0,0.0,0.0,1.0,0.6040386538478627,0.6040386538478627,0.0,0.0,0.0,1.0,0.25333333333333335,0.7466666666666666,ST-v1_seed4
