P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,68,263,646,242,22,54,26
2,0,85,312,481,230,64,76,73
3,0,78,302,526,245,81,58,30
4,0,82,256,544,264,58,64,53
5,0,185,332,448,201,42,76,36
