edge_id,src,dst,w_raw,w_norm,severity,severity_norm_mean,severity_norm,R_ij,P_level,C_level,RiskLevel
0,3392,4348,0.0,0.009999999776482582,3.5595288276672363,0.36564698815345764,0.5070047378540039,0.005070047453045845,1,4,4
1,3391,4348,0.0,0.009999999776482582,2.3150856494903564,0.1878693848848343,0.29674023389816284,0.0029674023389816284,1,3,3
2,3391,4255,0.0,0.009999999776482582,5.317024230957031,0.6167177557945251,0.8667177557945251,0.008667177520692348,1,6,6
3,3391,3395,0.4999999701976776,0.5049999952316284,2.253781318664551,0.17911161482334137,0.29674023389816284,0.14985381066799164,5,3,15
4,3395,4255,0.4999999701976776,0.5049999952316284,5.317024230957031,0.6167177557945251,0.8667177557945251,0.43769246339797974,5,6,30
5,3398,4255,0.0,0.009999999776482582,5.317024230957031,0.6167177557945251,0.8667177557945251,0.008667177520692348,1,6,6
6,3398,4348,0.0,0.009999999776482582,2.3150856494903564,0.1878693848848343,0.3051515221595764,0.0030515152029693127,1,3,3
7,3399,4255,0.0,0.009999999776482582,5.317024230957031,0.6167177557945251,0.8667177557945251,0.008667177520692348,1,6,6
8,3399,3401,0.0,0.009999999776482582,1.7814066410064697,0.11162952333688736,0.27445024251937866,0.0027445023879408836,1,2,2
9,3401,4246,0.4999999701976776,0.5049999952316284,2.8856303691864014,0.2693757712841034,0.4640774726867676,0.23435911536216736,5,3,15
10,0,4255,0.0,0.009999999776482582,5.317024230957031,0.6167177557945251,0.8667177557945251,0.008667177520692348,1,6,6
11,0,1,0.0,0.009999999776482582,1.6049296855926514,0.0864185243844986,0.23894892632961273,0.002389489207416773,1,2,2
12,1,3401,0.0,0.009999999776482582,1.7814066410064697,0.11162952333688736,0.27445024251937866,0.0027445023879408836,1,2,2
13,3396,3401,0.0,0.009999999776482582,1.7814066410064697,0.11162952333688736,0.27445024251937866,0.0027445023879408836,1,2,2
14,2,4255,0.0,0.009999999776482582,5.317024230957031,0.6167177557945251,0.8667177557945251,0.008667177520692348,1,6,6
15,2,3401,0.0,0.009999999776482582,2.1370935440063477,0.1624419391155243,0.28117284178733826,0.0028117282781749964,1,3,3
16,3,4246,0.0,0.009999999776482582,2.8856303691864014,0.2693757712841034,0.4640774726867676,0.004640774801373482,1,3,3
17,3,4,0.0,0.009999999776482582,2.516979455947876,0.2167113572359085,0.3601928949356079,0.0036019289400428534,1,3,3
18,4,4246,0.0,0.009999999776482582,2.8856303691864014,0.2693757712841034,0.4640774726867676,0.004640774801373482,1,3,3
19,3391,4246,0.0,0.009999999776482582,2.8856303691864014,0.2693757712841034,0.4640774726867676,0.004640774801373482,1,3,3
20,3395,3396,0.0,0.009999999776482582,1.687347412109375,0.0981924906373024,0.25520986318588257,0.0025520985946059227,1,2,2
