P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,654,325,95,99,120,28,0
2,0,599,297,121,98,123,83,0
3,0,525,321,123,147,140,64,0
4,0,547,353,118,92,136,75,0
5,0,540,338,102,147,141,52,0
