P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,735,440,143,126,75,11,0
2,0,686,390,130,122,143,58,0
3,0,612,412,162,128,173,43,0
4,0,611,402,118,102,222,74,0
5,0,568,428,173,112,206,42,0
