beta,lambda_concentration,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name,model,model_seed
1.0,0.0,5,159904.8,404.19327060207223,3.2071646863012573,0.09660700010073027,0.06519023625862577,0.009317010492801056,1.1480218550073915,0.14091186955144022,0.12267198842018842,0.00993678628573834,0.27738160808703904,0.04560360169237631,0.1134932060087382,0.03112452423461211,0.7132858159032615,0.009560894719776883,0.704388801143424,0.010569632832515826,0.5124030113220215,0.0,0.1933425573929046,0.60040866230578,TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_TEG-low_seed0,TEG-low,0
1.0,0.0,5,178390.8,107.04998832321282,3.891981126688188,0.3035999338956004,0.07691794451710499,0.008834469844937283,1.2873236634070053,0.14275615868617716,0.14659167404463957,0.029978349928780415,0.23604182373488464,0.024152157848106114,0.1128776595322953,0.015100109717349467,0.724840770859042,0.01873670020170766,0.7263066474485429,0.021626109548695625,0.6763452887535095,0.024066376370020928,0.21742536743028087,0.5253345983359914,TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_TEG-low_seed0,TEG-low,0
1.0,0.0,5,157331.2,74.79772723819889,3.0115317948453595,0.05069250577060875,0.06064411230286112,0.0009039528461597425,1.068476709490642,0.1766246960205744,0.11840438901313713,0.024415715069792066,0.27255835464299305,0.04873005005999371,0.09477776424410403,0.04355400024474957,0.6858875931564021,0.0044330577521321385,0.678503010488481,0.005308983055345891,0.4475680887699127,0.0,0.17413621458326817,0.598191844935841,TEG-low_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed1_epochs50_teg_low_tail_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_TEG-low_seed1,TEG-low,1
1.0,0.0,5,175991.4,343.2904018465998,4.015772451937664,0.12180500371521683,0.08099143547767322,0.002076483642932922,1.1537226043757982,0.02417293968861504,0.13808285354503566,0.005206143531520454,0.20373740934014944,0.028232247170518053,0.09405702430535506,0.03410771741533059,0.7370565037653007,0.0061663223910864715,0.7386945149512857,0.005955649220643146,0.5102553248405457,0.014902014336029052,0.20105069773536272,0.5216921961155263,TEG-low_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed1_epochs50_teg_low_tail_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_TEG-low_seed1,TEG-low,1
1.0,0.0,5,160417.2,260.9572761966985,3.633337608713191,0.09941544308343254,0.07767785882952485,0.003381723158920514,1.1646668049972504,0.11401641596241932,0.15102887113711666,0.005065131773796978,0.2776709146214984,0.04897426886721212,0.13701721912593365,0.041281834229887085,0.7380839075307772,0.006090466586641695,0.7340056349243745,0.00760069502534802,0.8440956473350525,0.0,0.1971665121860575,0.5793763456630525,TEG-low_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed2_epochs50_teg_low_tail_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_TEG-low_seed2,TEG-low,2
1.0,0.0,5,179518.6,520.198808149346,5.118267442984506,0.3422643353908805,0.11273990825062623,0.007060794716983822,1.8189817810896785,0.19871755006210987,0.20749423449326837,0.018060638605065155,0.23568838416280208,0.04078455373902008,0.21581286928671317,0.08270915162622093,0.783883258343967,0.012492689106638389,0.7941529480330713,0.015677075647590948,0.8440956473350525,0.0,0.22512202179467575,0.4478554904973255,TEG-low_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed2_epochs50_teg_low_tail_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_TEG-low_seed2,TEG-low,2
1.0,0.0,5,158893.6,294.9191414608418,3.064857457304606,0.24517647027155653,0.07287197927626965,0.012882288020104183,0.9546604382107035,0.13292064807785575,0.1098210559616841,0.01907038223263823,0.20601052158771016,0.06394264271896706,0.05409993780918798,0.02383437196758162,0.7013493836983589,0.02051674786407898,0.6921184702778452,0.023980565231827733,0.38197811841964724,0.03517337763029626,0.18579614231320915,0.5833922893001294,TEG-low_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed3_epochs50_teg_low_tail_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_TEG-low_seed3,TEG-low,3
1.0,0.0,5,177110.2,663.4588909646174,3.92084012934356,0.3820780259568198,0.09052987819949723,0.011056335669876157,1.0803755836328492,0.15290184642885388,0.13661505049833703,0.05629784043163863,0.17870274829972327,0.0466443043742467,0.07355717684856666,0.04190694567991817,0.7324463749587119,0.020058714516842494,0.7371786712173616,0.026099528125154176,0.49202023148536683,0.029413211618118842,0.20868593173331002,0.4913064334415416,TEG-low_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed3_epochs50_teg_low_tail_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_TEG-low_seed3,TEG-low,3
1.0,0.0,5,161712.0,364.0700482050123,3.767400423827348,0.2005518999085859,0.08144559026942039,0.008216234823239637,1.2435094907996245,0.1597292485048668,0.1479556384939878,0.021209763717270597,0.281712576981018,0.03731665523003997,0.1500459160217688,0.03876356301560414,0.7500496375955432,0.008365522295853927,0.744228984864117,0.011194426694496782,0.8544294834136963,0.0,0.20682938624182265,0.5574913993976172,TEG-low_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed4_epochs50_teg_low_tail_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_TEG-low_seed4,TEG-low,4
1.0,0.0,5,181168.4,277.62978946791713,4.316387035674415,0.24654872196253355,0.08642892731959378,0.017676295311660793,1.4812297900440172,0.3495778161386528,0.1768611260822841,0.04577541813947655,0.25755670509548956,0.0877722326267247,0.18388774435074412,0.11401222744246625,0.747712710244002,0.008507192328576172,0.7473049871259626,0.012067245826658322,0.8544294834136963,0.0,0.23638105741302862,0.5104368925722471,TEG-low_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed4_epochs50_teg_low_tail_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_TEG-low_seed4,TEG-low,4
1.0,0.0,5,156742.0,382.2780401749491,2.3499577894384855,0.14994387843946616,0.050820378767243116,0.006726668534174951,0.8657215483908658,0.15309538513100807,0.09123168245127927,0.025875904088058958,0.2572698586002398,0.03444502425290807,0.05439149505355532,0.02751436739508694,0.7903994969936099,0.007763782970133902,0.7519556840076411,0.014529246598282277,0.4519195556640625,0.0003619219418108868,0.16973911434102457,0.6695929662173995,Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed0_epochs50_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_Stable-Tail-GNN_seed0,Stable-Tail GNN,0
1.0,0.0,5,176686.4,176.1400011354604,2.9832369329144113,0.3552742819055952,0.0623499094303166,0.0076271903882723655,1.0364508718528669,0.09544983351043303,0.11922610155705896,0.005850950432753983,0.27666308770726167,0.030109111544749115,0.08999109483098547,0.007308691690196325,0.8181286917780625,0.005428414735146101,0.7882697754902717,0.015303781171991158,0.6768923401832581,0.0,0.20579371492214613,0.6166826789410738,Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed0_epochs50_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_Stable-Tail-GNN_seed0,Stable-Tail GNN,0
1.0,0.0,5,155071.6,248.21522918628503,2.6086785672254336,0.09485972799793757,0.05984643691545392,0.009537199345064687,0.8568023846964934,0.16870743048445258,0.10388675213214897,0.018067881744752722,0.2309330550286932,0.08524697906498964,0.05419458285734287,0.03443943159807788,0.7930394889001672,0.005899983692424226,0.7563253572134918,0.009715508447645517,0.4528900682926178,0.0,0.15727320082329965,0.6431629247863276,Stable-Tail-GNN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed1_epochs50_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_Stable-Tail-GNN_seed1,Stable-Tail GNN,1
1.0,0.0,5,173280.8,462.28313834705244,3.2345554444496387,0.31908942220523207,0.07276700913873983,0.014557670243640129,1.0681718242034548,0.14751367282184122,0.12187913049544608,0.0038220482015612644,0.2509759116548946,0.03784879160152093,0.08674446886901874,0.021121560651220662,0.8172250102657632,0.01360801771894815,0.7774534339074456,0.022012205936493865,0.4461368680000305,0.05683355347563106,0.18255224825839123,0.6023148155723238,Stable-Tail-GNN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed1_epochs50_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_Stable-Tail-GNN_seed1,Stable-Tail GNN,1
1.0,0.0,5,157966.6,269.55852796748985,3.4243322598078523,0.12913862334270534,0.08972384916238887,0.0123068802022281,1.1399345744372114,0.0937095865098865,0.1439346667822628,0.021055047169152928,0.3060560825626796,0.05806914828041458,0.14857812410794186,0.047720332958713994,0.8278368958387864,0.0029520019747005764,0.8025431137645332,0.0050527217184243335,0.9099960923194885,0.0,0.1788780976347303,0.5959167043193466,Stable-Tail-GNN_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed2_epochs50_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_Stable-Tail-GNN_seed2,Stable-Tail GNN,2
1.0,0.0,5,178518.6,316.9728695014764,4.488467521231326,0.3010687755821661,0.12194081471797147,0.013053932284724293,1.653960692678811,0.11733114204319985,0.17070178391618862,0.020337566581770265,0.3058418702208944,0.05532050845100533,0.2634625479510174,0.07967487458613079,0.8494879786678068,0.006198755682853644,0.8329313840656649,0.012188464855787307,0.9099960923194885,0.0,0.21829753663383628,0.5352480040843085,Stable-Tail-GNN_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed2_epochs50_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_Stable-Tail-GNN_seed2,Stable-Tail GNN,2
1.0,0.0,5,154698.8,148.6092190949135,2.449773936841666,0.2773942468857649,0.057539574801241986,0.010858422787971892,0.773951566015603,0.14194917896526676,0.0865750532207035,0.017032314249737356,0.2089155006490448,0.07382103223423281,0.04009622636910219,0.03580137142738329,0.7752512129792931,0.018852315758228662,0.7494322111143521,0.025644931976705632,0.3692485630512238,0.045839432750751974,0.15449105728917126,0.6184873236751097,Stable-Tail-GNN_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed3_epochs50_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_Stable-Tail-GNN_seed3,Stable-Tail GNN,3
1.0,0.0,5,174010.4,410.432454857069,3.048816081559926,0.242780214586604,0.07717706364365558,0.006978068064196423,1.201822537422413,0.06684205442931852,0.13791057741535562,0.014906963578152781,0.2947639511116556,0.03637426957501526,0.11578830314442974,0.022112536555033074,0.8080268467853344,0.01071398661159836,0.7868113385951936,0.017117000257093326,0.5730152726173401,0.0,0.18753139263173974,0.5435043298485285,Stable-Tail-GNN_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed3_epochs50_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_Stable-Tail-GNN_seed3,Stable-Tail GNN,3
1.0,0.0,5,160005.2,221.9734218324347,3.378905230172677,0.07071296118979195,0.07267995548000727,0.004530963374797863,1.3075596979993862,0.10289552538347756,0.1618887869907277,0.00683299025216254,0.3668318699970961,0.04407321997370323,0.2036777427587292,0.04142358435980632,0.8094964962091111,0.004471696081901459,0.7871836449850517,0.0066521175996368045,0.8629782199859619,0.0,0.1940918256622891,0.598095183211448,Stable-Tail-GNN_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed4_epochs50_floor_0p01,A,seed_robustness_pyvrp50_beta1_splitB_A_Stable-Tail-GNN_seed4,Stable-Tail GNN,4
1.0,0.0,5,177054.4,208.9755966614284,4.083574237175435,0.40026102733442925,0.10048220832331338,0.023621148189381505,1.5308364216180053,0.15472475990103185,0.1964080707147895,0.032001273114531825,0.32418556739129784,0.04100441229955749,0.2279475835187033,0.04299979560946951,0.8243758831783079,0.007231935195094039,0.8040836381893859,0.014725434201422638,0.8629782199859619,0.0,0.20830512546133506,0.5480784237158047,Stable-Tail-GNN_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\gcn_teg_concat_splitB_seed4_epochs50_floor_0p01,B,seed_robustness_pyvrp50_beta1_splitB_B_Stable-Tail-GNN_seed4,Stable-Tail GNN,4
