P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,833,434,142,48,35,38,0
2,0,614,448,151,152,85,79,0
3,0,485,548,197,163,77,60,0
4,0,502,505,172,222,93,35,0
5,0,546,518,158,125,123,59,0
