P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,434,615,323,90,9,56,2
2,1,573,465,224,105,46,115,0
3,2,397,589,286,117,53,84,2
4,2,364,534,374,103,61,68,23
5,5,336,602,343,75,59,106,3
