P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,7,323,564,250,63,30,71,13
2,0,496,416,174,48,52,127,8
3,0,364,489,214,110,62,79,2
4,5,404,431,220,92,63,77,29
5,4,291,547,230,76,55,109,8
