customer_set,model,beta,lambda_concentration,model_seed_runs,cost_increase_mean,cost_increase_std,cost_increase_mean_std,global_risk_mean,global_risk_std,global_risk_mean_std,risk_reduction_mean,risk_reduction_std,risk_reduction_mean_std,cvar90_mean,cvar90_std,cvar90_mean_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_risk_mean_std,edge_burden_gini_mean,edge_burden_gini_std,edge_burden_gini_mean_std,top10_share_mean,top10_share_std,top10_share_mean_std
A,Stable-Tail-GNN,0.0,0.0,10,0.0,0.0,0.000% +/- 0.000%,7.636393050672924,0.8484870543670385,7.636393 +/- 0.848487,0.0,0.0,0.000% +/- 0.000%,0.23355654734189754,0.03173759468922871,0.233557 +/- 0.031738,2.2908746967404294,0.20048683633357559,2.290875 +/- 0.200487,0.8779165772369333,0.00318560763901637,0.877917 +/- 0.003186,0.8976452116503195,0.003707300004455032,89.765% +/- 0.371%
A,Stable-Tail-GNN,0.25,0.0,10,0.06409712781012124,0.004775244937060798,6.410% +/- 0.478%,5.4621937173083825,0.7090672381528662,5.462194 +/- 0.709067,0.2847720801983948,0.04735474142527661,28.477% +/- 4.735%,0.1622428570123533,0.02628906618806554,0.162243 +/- 0.026289,1.7372897906642901,0.19123399207168087,1.737290 +/- 0.191234,0.868140948550788,0.007276997269585751,0.868141 +/- 0.007277,0.8752137625300161,0.010011019434139823,87.521% +/- 1.001%
A,Stable-Tail-GNN,0.5,0.0,10,0.10802113007473155,0.00836454692939692,10.802% +/- 0.836%,4.124365396261637,0.5799784837181265,4.124365 +/- 0.579978,0.46126417375534956,0.022331905975073736,46.126% +/- 2.233%,0.11414851688564331,0.019733092076767416,0.114149 +/- 0.019733,1.5280212538391789,0.24596080058711742,1.528021 +/- 0.245961,0.8447637121375361,0.010076796915471737,0.844764 +/- 0.010077,0.8404131980790825,0.01310899989581564,84.041% +/- 1.311%
A,Stable-Tail-GNN,1.0,0.0,10,0.17170884710669174,0.014930410681575364,17.171% +/- 1.493%,2.801613868870936,0.47486869049974567,2.801614 +/- 0.474869,0.634741790710803,0.02880045690253684,63.474% +/- 2.880%,0.06681419925679888,0.013701312965194072,0.066814 +/- 0.013701,0.942685347573497,0.16482181505029456,0.942685 +/- 0.164822,0.7962015535435334,0.022812511012779348,0.796202 +/- 0.022813,0.7666545101847568,0.026968166474727186,76.665% +/- 2.697%
A,Stable-Tail-GNN,2.0,0.0,10,0.2657913674210347,0.026455102654481935,26.579% +/- 2.646%,2.2409248395267607,0.4662736866895456,2.240925 +/- 0.466274,0.7082397935616253,0.0363072125412137,70.824% +/- 3.631%,0.047461955475641124,0.013898172350263383,0.047462 +/- 0.013898,0.77715639776834,0.23308460085982866,0.777156 +/- 0.233085,0.7593443404895391,0.030039833412409605,0.759344 +/- 0.030040,0.710152814672127,0.038639476000727375,71.015% +/- 3.864%
B,Stable-Tail-GNN,0.0,0.0,10,0.0,0.0,0.000% +/- 0.000%,8.362039037760427,1.109017012942019,8.362039 +/- 1.109017,0.0,0.0,0.000% +/- 0.000%,0.25247885382255075,0.03612357432326813,0.252479 +/- 0.036124,2.797800350413381,0.3618855183118906,2.797800 +/- 0.361886,0.8789768856284731,0.002987572094796045,0.878977 +/- 0.002988,0.9003229518010538,0.006870454884819881,90.032% +/- 0.687%
B,Stable-Tail-GNN,0.25,0.0,10,0.06652429719984002,0.005707064502660258,6.652% +/- 0.571%,7.06178409207309,0.8643209537132092,7.061784 +/- 0.864321,0.1542616083213066,0.022056582360128783,15.426% +/- 2.206%,0.19404321414787518,0.03508017236495328,0.194043 +/- 0.035080,2.385574603249679,0.3489926749731068,2.385575 +/- 0.348993,0.8763090601688913,0.0044776329608001795,0.876309 +/- 0.004478,0.89140881590389,0.007408082330624342,89.141% +/- 0.741%
B,Stable-Tail-GNN,0.5,0.0,10,0.12665110075655506,0.009767834264651725,12.665% +/- 0.977%,5.251829372006506,0.9295611585153563,5.251829 +/- 0.929561,0.3742537015473741,0.03990465230931254,37.425% +/- 3.990%,0.1379454388891051,0.027783763346330724,0.137945 +/- 0.027784,1.7565033163671662,0.344145461238374,1.756503 +/- 0.344145,0.8572200985166415,0.0107902691362597,0.857220 +/- 0.010790,0.8549387851920455,0.015672659283473882,85.494% +/- 1.567%
B,Stable-Tail-GNN,1.0,0.0,10,0.19862626072626835,0.017047310547616108,19.863% +/- 1.705%,3.389370902897938,0.6336082901649215,3.389371 +/- 0.633608,0.5956141678655631,0.04177740201719421,59.561% +/- 4.178%,0.07982614989799201,0.019850322417533782,0.079826 +/- 0.019850,1.278347948043557,0.24659006823876276,1.278348 +/- 0.246590,0.8182568607070345,0.017352373986842473,0.818257 +/- 0.017352,0.7890150040594645,0.024441395276309,78.902% +/- 2.444%
B,Stable-Tail-GNN,2.0,0.0,10,0.30510028903250785,0.03194964090169666,30.510% +/- 3.195%,2.7885656469083306,0.5092902992868573,2.788566 +/- 0.509290,0.6675275959750748,0.02959217120152108,66.753% +/- 2.959%,0.06130139236841502,0.015230559256784482,0.061301 +/- 0.015231,1.092096231858925,0.26289430239904565,1.092096 +/- 0.262894,0.7944362219640752,0.022857555256204917,0.794436 +/- 0.022858,0.7488822280322641,0.029048817013001955,74.888% +/- 2.905%
