config,split,seeds,macro_f1_mean,macro_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std
EC1_d0p05_le0p05,A,3,0.20500046261721785,0.021549657519942946,1.2904071191167537,0.03222509485991227,0.30222965881893504,0.04901840891405404,0.32679738562091504,0.06303039713067293,0.3189475021406032,0.02044892155344023,0.673202614379085,0.06303039713067292
EC1_d0p05_le0p05,B,3,0.22176359080758562,0.019256888284499153,1.3268803832295422,0.03566927499685139,0.2975078882970608,0.05503192979994636,0.32051282051282054,0.05875097044815181,0.3477267226631023,0.03265060768308582,0.6794871794871795,0.05875097044815176
EC2_d0p10_le0p05,A,3,0.20500046261721785,0.021549657519942946,1.2907031844049275,0.03211950175722457,0.30222965881893504,0.04901840891405404,0.32679738562091504,0.06303039713067293,0.3187566333033127,0.020483145082410868,0.673202614379085,0.06303039713067292
EC2_d0p10_le0p05,B,3,0.22176359080758562,0.019256888284499153,1.326888808614069,0.03567836524918935,0.2975078882970608,0.05503192979994636,0.32051282051282054,0.05875097044815181,0.3477267226631023,0.03265060768308582,0.6794871794871795,0.05875097044815176
EC3_d0p10_le0p10,A,3,0.20500046261721785,0.021549657519942946,1.290663250016663,0.03210265423588113,0.30222965881893504,0.04901840891405404,0.32679738562091504,0.06303039713067293,0.3189932566420818,0.020595104444464937,0.673202614379085,0.06303039713067292
EC3_d0p10_le0p10,B,3,0.22122482481942288,0.01884999663197059,1.3270484125087207,0.03513821125164672,0.2931568692285072,0.047508597674905576,0.32051282051282054,0.05875097044815181,0.34934850113826926,0.03552790850821734,0.6794871794871795,0.05875097044815176
