config,seeds,hop_increase_pct_mean_mean,hop_increase_pct_mean_std,total_risk_aggregate_reduction_mean,total_risk_aggregate_reduction_std,cvar90_aggregate_reduction_mean,cvar90_aggregate_reduction_std,max_risk_aggregate_reduction_mean,max_risk_aggregate_reduction_std,re_aggregate_reduction_mean,re_aggregate_reduction_std
EC1_d0p05_le0p05,3,0.09301023051021848,0.006197263313485945,0.856979712482002,0.003120196071443288,0.9035356573014034,0.0011160510632687057,0.9115748256293067,0.002725253744075817,0.9274825598121474,0.001633137654984274
EC2_d0p10_le0p05,3,0.09263986013984817,0.0067993204203905455,0.8569849620319008,0.0025187623884000347,0.9037509422238533,0.0011761735073647554,0.9117579952318559,0.002952799562378112,0.9280412428680538,0.001570334663911738
EC3_d0p10_le0p10,3,0.09267954267953069,0.006224807779127959,0.8589219398074209,0.0025261663859110013,0.9038095542133077,0.001275376095085301,0.9122540980104116,0.0031691601545653335,0.9279089374532802,0.0016442395176855236
