config,set,model_seeds,cost_inc_mean,cost_inc_std,risk_reduction_mean,risk_reduction_std,global_risk_mean,global_risk_std,cvar90_mean,cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,edge_gini_mean,edge_gini_std,top10_share_mean,top10_share_std
EC1_d0p05_le0p05,A,3,0.19771672527468148,0.007100081291744448,0.5985153906711315,0.007411349570752485,3.1298829750822983,0.05777720068190201,0.07657839422215083,0.006474176905034537,0.9966622381841165,0.09162000288945059,0.7487313929734235,0.0031267624439113607,0.7469283047358017,0.003717086430127442
EC1_d0p05_le0p05,B,3,0.22988386677016676,0.01001107350514345,0.5002736163158874,0.01307155242399819,4.196751064141316,0.10977617619661946,0.10554250129391152,0.006208113543452194,1.3767280351576683,0.006869846146557039,0.7865798399026691,0.0043645527302509585,0.7941538555022637,0.006264632746100805
EC2_d0p10_le0p05,A,3,0.19810678201201612,0.004985056904181502,0.6025930273157424,0.0054577347370556445,3.0980946444315225,0.04254726243326201,0.07647408621148848,0.0010185593034509135,1.0173153115894127,0.0657501393035247,0.7460528696894738,0.004921868142422278,0.7436116544891537,0.004708490424831953
EC2_d0p10_le0p05,B,3,0.23268582145955627,0.006922412323414093,0.5162189375229278,0.01800742388296165,4.062840696530952,0.15122810764190553,0.10066093924550715,0.0062985723544911046,1.421181241351665,0.04591004522575126,0.7822154390232944,0.006450499807107008,0.7871429053728192,0.00867095546698858
EC3_d0p10_le0p10,A,3,0.19709183846078826,0.005184172912402542,0.5937028112800721,0.010901601686573106,3.167400752731342,0.08498641473948781,0.07957496750315768,0.004277483186483004,1.042045914147806,0.041882967074409236,0.750107247806222,0.005845131066495329,0.7486846749136576,0.007881571143787484
EC3_d0p10_le0p10,B,3,0.2298725081083808,0.007565013739920444,0.518945833330833,0.009100481813584683,4.039939958732673,0.07642673667498696,0.09841578756774014,0.0011357773632694524,1.3771811172878676,0.11715855704050036,0.7803068107832556,0.0017083109583887865,0.7853711354799141,0.0031169264488056605
