config,seeds,risk_mean_mean,risk_mean_std,risk_p50_mean,risk_p50_std,risk_p75_mean,risk_p75_std,risk_p90_mean,risk_p90_std,risk_p95_mean,risk_p95_std,risk_p99_mean,risk_p99_std,risk_max_mean,risk_max_std,tail_gap_mean
EC1_d0p05_le0p05,3,0.01818115326265494,0.0005232064124695648,0.0018308351282030344,0.00018385217913775034,0.004271748786171277,0.0002957866866858691,0.007537368995447953,0.0002076061223637694,0.09427101165056229,0.00600965448120267,0.4188730518023173,0.028933344000986943,0.8023970723152161,0.025523939442321102,0.32460204015175503
EC2_d0p10_le0p05,3,0.017927128200729687,0.00046565735176901926,0.001810358720831573,0.00013008048136859242,0.004300272402664025,0.0002464735027187478,0.007174650983264049,0.00011200841242418638,0.09286922464768092,0.003186887802192799,0.4207255144913991,0.02535324719753242,0.7814129590988159,0.011922119452665728,0.3278562898437182
EC3_d0p10_le0p10,3,0.01753693011899789,0.0003378323894108839,0.0016948455789436896,0.00016910296685823217,0.004182626958936453,0.0003072519595403654,0.007143223658204079,0.00012635768538850405,0.08670087655385335,0.005127852808088872,0.4160865346590678,0.025261462676206284,0.7812105814615885,0.013252945411950734,0.3293856581052145
