P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,108,648,609,97,20,12,36
2,0,127,686,386,157,54,93,26
3,0,107,646,480,159,51,63,24
4,0,96,576,478,241,61,60,17
5,0,143,646,416,156,51,86,31
