rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3335,7,7,6.9199442863464355,0.8457063436508179,0.9455349445343018
2,3367,0,7,6.861023902893066,0.8372891545295715,0.9861494302749634
3,3250,0,7,6.746456146240234,0.820922315120697,0.9517568349838257
4,3208,7,7,6.688776016235352,0.8126822710037231,0.9372985363006592
5,3300,7,7,6.531289577484131,0.7901841998100281,0.9205415844917297
6,3475,8,8,6.403657913208008,0.7719511389732361,0.8325635194778442
7,3410,7,7,6.361313343048096,0.7659019231796265,0.8343123197555542
8,3439,0,8,6.360063552856445,0.7657233476638794,0.848703920841217
9,3100,0,7,6.359193801879883,0.7655991315841675,0.8606350421905518
10,4091,7,7,6.158199787139893,0.736885666847229,0.8226171731948853
11,3721,8,8,6.034097194671631,0.7191567420959473,0.7537268996238708
12,3299,1,7,5.789464473724365,0.6842092275619507,0.7500611543655396
13,4258,4,8,5.733633518218994,0.6762333512306213,0.7458635568618774
14,3487,8,8,5.718008995056152,0.6740012764930725,0.69765704870224
15,4132,6,7,5.616922855377197,0.6595603823661804,0.7074188590049744
16,3772,8,8,5.610677242279053,0.6586681604385376,0.7158927917480469
17,4058,8,8,5.568242073059082,0.6526060104370117,0.6613563299179077
18,4464,0,8,5.565464019775391,0.6522091627120972,0.6762487292289734
19,3537,8,8,5.5564680099487305,0.650924026966095,0.6811546087265015
20,3138,7,7,5.520102500915527,0.6457289457321167,0.65868079662323
