P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,645,383,137,50,20,56,30
2,0,608,295,154,70,42,62,90
3,0,535,329,197,103,53,45,58
4,0,552,356,157,104,42,43,67
5,0,606,342,135,78,36,66,57
