P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,3,589,523,199,161,16,38,1
2,14,474,493,260,183,35,70,0
3,4,422,496,282,234,42,50,0
4,8,455,483,267,223,72,21,0
5,5,397,528,276,214,57,50,2
