P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,368,591,232,39,21,56,14
2,0,457,420,194,82,37,122,9
3,0,411,426,235,104,65,76,3
4,0,376,436,263,92,58,68,28
5,0,334,506,252,79,46,90,13
