P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,51,218,786,385,38,43,9
2,0,61,305,663,303,69,79,49
3,0,55,332,624,351,57,83,28
4,0,35,262,680,311,85,94,62
5,0,116,333,600,291,54,104,31
