P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,829,421,142,59,34,8,35
2,2,740,318,169,135,63,32,70
3,1,678,376,193,152,63,17,50
4,2,638,324,216,179,93,58,19
5,3,609,387,226,133,69,52,50
