beta,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name
0.0,5,146531.2,556.7375503771952,8.223217131074488,0.712664225543516,0.22289406093300507,0.01006133718266175,2.8563728770706804,0.40601462618338946,0.45553177237510684,0.06919584216490275,0.2493360142887632,0.024476703139912608,0.5930328935646947,0.1923194776961784,0.8668107920734067,0.005542870108407384,0.8984858678565381,0.0061639169610247044,1.0142549514770507,0.3779905030030727,0.0,0.0,Edge-GAT,hazmat_risk_experiments\outputs\risk_matrices\edge_gat_splitB_seed0_epochs50_floor_0p01,B,model_pyvrp50_floor001_beta1_fixedAB_B_Edge-GAT
1.0,5,178159.0,534.2012729299697,3.537995357811451,0.14197674778072925,0.07307999911043143,0.0023229896884076322,1.3843198234259035,0.2423584059472194,0.153670069714269,0.022940216430712673,0.3034970463481834,0.06542153258776337,0.16753793264452152,0.06933154966006765,0.8111986269765066,0.003212946272447534,0.7973839400920198,0.00552923348639614,0.6718197226524353,0.04765059606795507,0.21584345176999836,0.5697553279430762,Edge-GAT,hazmat_risk_experiments\outputs\risk_matrices\edge_gat_splitB_seed0_epochs50_floor_0p01,B,model_pyvrp50_floor001_beta1_fixedAB_B_Edge-GAT
0.0,5,133997.4,0.5477225575051661,8.026111667067743,0.9169736344945869,0.24151226458969358,0.04629504786808599,2.5899300191784276,0.4153080810865088,0.40234159451443696,0.12671191011798685,0.21925247468651426,0.05115039758590771,0.4628130379560716,0.26605106121647365,0.8408365722104983,0.01039511416059959,0.8700129094011402,0.009245415552294224,1.1622605085372926,0.3073578408296668,0.0,0.0,TEG-GNN,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_floor_0p01,A,model_pyvrp50_floor001_beta1_fixedAB_A_TEG-GNN
1.0,5,159904.8,404.19327060207223,3.207164587918669,0.09660703415547309,0.06519023341025867,0.00931701012401959,1.1480218251002952,0.14091189196818932,0.12267198219363178,0.009936792261191419,0.27738160074529195,0.04560360635537506,0.11349319795728588,0.03112452800469535,0.7132858055918261,0.009560897924606368,0.7043887900395862,0.010569636980461379,0.5124029517173767,0.0,0.1933425573929046,0.6004086759621458,TEG-GNN,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_floor_0p01,A,model_pyvrp50_floor001_beta1_fixedAB_A_TEG-GNN
0.0,5,146531.2,556.7375503771952,8.199420440428366,0.6944384560636563,0.23618810697449089,0.03874491891383541,2.653960711391119,0.5069237893410409,0.44042077273130414,0.08273955181951845,0.20995169272061456,0.027031806512065534,0.43252448832280177,0.16737074394278473,0.8382189419340282,0.007851816642826104,0.8684567136669695,0.00947233443261868,1.1611435174942017,0.30486017292705736,0.0,0.0,TEG-GNN,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_floor_0p01,B,model_pyvrp50_floor001_beta1_fixedAB_B_TEG-GNN
1.0,5,178390.8,107.04998832321282,3.891981148996274,0.303599924101586,0.07691794574706087,0.008834469522576093,1.2873236125102268,0.1427561645824009,0.1465916684207817,0.02997835363854107,0.23604180648472406,0.024152157007728176,0.11287764459025791,0.015100105029417932,0.7248407751534792,0.018736699584498535,0.7263066537244398,0.021626108601295154,0.6763452529907227,0.024066429682035925,0.21742536743028087,0.5253346041621608,TEG-GNN,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_floor_0p01,B,model_pyvrp50_floor001_beta1_fixedAB_B_TEG-GNN
0.0,5,133997.2,0.4472135954999579,8.422286102955695,0.8435834581521992,0.19649315253796232,0.10536798883905524,2.8475501253444238,0.7765246855736053,0.5115465199947357,0.1594102727415222,0.21333632123816174,0.07080708515754276,0.5429585548111082,0.43234490521408864,0.8462686944834289,0.012949450180240131,0.8698792238192367,0.013596751242462493,1.2917141914367676,0.3857530566068392,0.0,0.0,Label-Oracle,hazmat_risk_experiments\outputs\risk_matrices\label_oracle_splitB_seed0_epochs50_floor_0p01,A,model_pyvrp50_floor001_beta1_fixedAB_A_Label-Oracle
1.0,5,158914.0,252.1715685798064,3.9759913617526763,0.06632091134928302,0.05749865165355551,0.00043855316246464113,1.5169695473116007,0.25283951944998806,0.1617687782228348,0.06455106014533814,0.2645613603517462,0.084539237637831,0.17878119890628766,0.10759999736983025,0.7679824682193764,0.004676149364664193,0.7521552790776336,0.00495758063710508,1.0099999904632568,0.0,0.1859501541823261,0.5279201735550304,Label-Oracle,hazmat_risk_experiments\outputs\risk_matrices\label_oracle_splitB_seed0_epochs50_floor_0p01,A,model_pyvrp50_floor001_beta1_fixedAB_A_Label-Oracle
0.0,5,146531.2,556.7375503771952,7.440736543940147,0.7784059689272061,0.19267187439121097,0.05259466995446264,2.788684561656555,0.47517083521614845,0.4503264506657919,0.0853190334289959,0.28411883786605413,0.041084856186985076,0.6645969600304091,0.204833694630779,0.8325351952590484,0.011023890654214155,0.8511189638498144,0.01359957745360971,1.1508570909500122,0.31496605180190373,0.0,0.0,Label-Oracle,hazmat_risk_experiments\outputs\risk_matrices\label_oracle_splitB_seed0_epochs50_floor_0p01,B,model_pyvrp50_floor001_beta1_fixedAB_B_Label-Oracle
1.0,5,175104.2,324.96645980777765,4.413918923115125,0.3055683224748838,0.06792298570449198,0.005126218633477838,1.6916352059750352,0.09125544888085636,0.16825740733080438,0.0503587279276579,0.27858824970097834,0.016006771063296853,0.21270022775096384,0.032545670860360205,0.7725570473496296,0.01062233338164685,0.7617914304282597,0.014310846817630027,1.0099999904632568,0.0,0.19499601450066606,0.4067900540423923,Label-Oracle,hazmat_risk_experiments\outputs\risk_matrices\label_oracle_splitB_seed0_epochs50_floor_0p01,B,model_pyvrp50_floor001_beta1_fixedAB_B_Label-Oracle
