P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,77,196,621,330,21,63,13
2,0,118,311,495,203,52,133,9
3,0,103,291,538,251,58,77,2
4,0,80,278,575,207,66,81,34
5,0,145,267,499,252,33,109,15
