P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,76,210,732,435,14,54,9
2,0,106,351,665,195,64,99,49
3,0,102,373,670,224,28,106,27
4,0,64,320,723,210,50,96,66
5,0,167,313,581,247,74,114,33
