P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,832,387,132,58,68,18,35
2,0,829,274,69,72,179,33,73
3,0,831,279,110,57,172,23,58
4,0,834,211,112,77,215,48,32
5,0,700,409,107,46,154,61,52
