P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,45,164,670,339,25,55,23
2,0,63,251,494,305,60,72,76
3,0,65,183,563,358,74,46,31
4,0,70,187,540,340,63,70,51
5,0,128,249,471,312,42,86,32
