P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,47,188,794,406,35,56,4
2,0,78,303,619,365,45,70,49
3,0,59,244,681,399,52,71,24
4,0,54,220,612,426,97,95,25
5,0,137,333,500,366,60,114,19
