P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,3,698,358,136,25,28,73,0
2,0,723,274,113,46,39,126,0
3,0,667,310,139,77,70,57,0
4,0,698,302,127,61,56,77,0
5,1,579,391,157,47,60,85,0
