P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,724,320,135,39,18,72,13
2,0,602,337,140,67,31,135,9
3,0,549,412,140,92,33,92,2
4,0,580,363,134,106,28,79,31
5,0,638,371,126,43,24,109,9
