rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,2000,0,8,8.0,1.0,1.0
2,2268,0,8,8.0,1.0,1.0
3,1983,0,7,7.334284782409668,0.9048978090286255,0.9996514320373535
4,2412,0,7,7.0,0.8571428656578064,1.0
5,2241,0,7,7.0,0.8571428656578064,1.0
6,2243,0,8,6.733188629150391,0.8190269470214844,0.774532675743103
7,201,0,8,6.485156059265137,0.7835937142372131,0.8091311454772949
8,2269,0,7,6.455348968505859,0.7793355584144592,0.73469477891922
9,878,0,6,5.997668266296387,0.7139526009559631,0.9992227554321289
10,2910,0,6,5.975389003753662,0.7107698321342468,0.9938471913337708
11,1839,0,6,5.782698154449463,0.6832426190376282,0.7912980914115906
12,2083,0,6,5.736425399780273,0.6766322255134583,0.809167742729187
13,3051,0,6,5.731563568115234,0.6759376525878906,0.7896170616149902
14,2411,0,6,5.731090545654297,0.6758700609207153,0.7869695425033569
15,2994,0,6,5.707655906677246,0.672522246837616,0.7705197930335999
16,1837,0,6,5.676416397094727,0.6680594682693481,0.7896867990493774
17,1836,0,6,5.673606872558594,0.6676581501960754,0.7643887996673584
18,1830,0,6,5.654716491699219,0.6649594902992249,0.7527353763580322
19,1832,0,6,5.649483680725098,0.6642119288444519,0.7513188719749451
20,1842,0,6,5.639992713928223,0.6628561019897461,0.762046217918396
