P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,0,0,0,1303,16,2,0
2,0,0,0,2,1304,15,0,0
3,0,0,0,0,1315,5,0,0
4,0,0,1,1,1269,40,4,6
5,0,0,0,0,1297,22,1,0
