edge_id,src,dst,w_raw,w_norm,severity,severity_norm_mean,severity_norm,R_ij,P_level,C_level,RiskLevel
0,3494,3574,0.0,0.009999999776482582,4.481610298156738,0.49737289547920227,0.49737289547920227,0.00497372867539525,1,5,5
1,0,3494,0.0,0.009999999776482582,4.4796600341796875,0.4970943033695221,0.4970943033695221,0.004970943089574575,1,5,5
2,0,3780,0.0,0.009999999776482582,4.528314113616943,0.5040448904037476,0.5040448904037476,0.005040448624640703,1,5,5
3,1,3780,0.0,0.009999999776482582,4.598044395446777,0.5140063166618347,0.5140063166618347,0.005140062887221575,1,5,5
4,1,3494,0.0,0.009999999776482582,4.598044395446777,0.5140063166618347,0.5140063166618347,0.005140062887221575,1,5,5
5,3494,3780,0.3529411554336548,0.35941174626350403,4.528314113616943,0.5040448904037476,0.5040448904037476,0.18115966022014618,5,5,25
6,2,3573,0.0,0.009999999776482582,4.503713607788086,0.5005305409431458,0.5005305409431458,0.005005305167287588,1,5,5
7,2,3494,0.0,0.009999999776482582,4.4796600341796875,0.4970943033695221,0.4970943033695221,0.004970943089574575,1,5,5
8,3,4,0.0,0.009999999776482582,4.510107040405273,0.5014438629150391,0.5014438629150391,0.005014438647776842,1,5,5
9,4,5,0.0,0.009999999776482582,4.510107040405273,0.5014438629150391,0.5014438629150391,0.005014438647776842,1,5,5
10,5,6,0.0,0.009999999776482582,4.366300106048584,0.48090001940727234,0.48090001940727234,0.004809000063687563,1,5,5
11,7,3780,0.0,0.009999999776482582,4.528314113616943,0.5040448904037476,0.5040448904037476,0.005040448624640703,1,5,5
12,7,3494,0.0,0.009999999776482582,4.4796600341796875,0.4970943033695221,0.4970943033695221,0.004970943089574575,1,5,5
13,8,3497,0.0,0.009999999776482582,4.578549861907959,0.5112214088439941,0.5112214088439941,0.0051122140139341354,1,5,5
14,8,9,0.0,0.009999999776482582,4.578549861907959,0.5112214088439941,0.5112214088439941,0.0051122140139341354,1,5,5
15,9,10,0.0,0.009999999776482582,4.486410140991211,0.49805858731269836,0.49805858731269836,0.004980585537850857,1,5,5
16,10,3497,0.0,0.009999999776482582,4.464378356933594,0.49491119384765625,0.49491119384765625,0.004949111957103014,1,5,5
17,11,3782,0.0,0.009999999776482582,4.326916694641113,0.47527381777763367,0.47527381777763367,0.004752737935632467,1,5,5
18,11,12,0.0,0.009999999776482582,4.50567626953125,0.5008109211921692,0.5008109211921692,0.005008108913898468,1,5,5
19,12,13,0.0,0.009999999776482582,4.50567626953125,0.5008109211921692,0.5008109211921692,0.005008108913898468,1,5,5
20,13,14,0.0,0.009999999776482582,4.389920234680176,0.48427432775497437,0.48427432775497437,0.004842743277549744,1,5,5
21,14,15,0.0,0.009999999776482582,4.469499111175537,0.4956427216529846,0.4956427216529846,0.004956427030265331,1,5,5
22,16,17,0.0,0.009999999776482582,4.517827033996582,0.5025467276573181,0.5025467276573181,0.005025467369705439,1,5,5
23,17,3181,0.0,0.009999999776482582,4.517827033996582,0.5025467276573181,0.5025467276573181,0.005025467369705439,1,5,5
24,18,3181,0.0,0.009999999776482582,4.430702209472656,0.49010032415390015,0.49010032415390015,0.0049010030925273895,1,5,5
25,19,3181,0.0,0.009999999776482582,4.5540690422058105,0.5077241659164429,0.5077241659164429,0.005077241454273462,1,5,5
26,19,20,0.0,0.009999999776482582,4.560189247131348,0.5085984468460083,0.5085984468460083,0.005085984244942665,1,5,5
27,20,3784,0.0,0.009999999776482582,4.560189247131348,0.5085984468460083,0.5085984468460083,0.005085984244942665,1,5,5
28,21,3784,0.0,0.009999999776482582,4.480959415435791,0.49727991223335266,0.49727991223335266,0.004972799215465784,1,5,5
29,21,22,0.0,0.009999999776482582,4.546926498413086,0.506703794002533,0.506703794002533,0.005067037884145975,1,5,5
30,22,23,0.0,0.009999999776482582,4.546926498413086,0.506703794002533,0.506703794002533,0.005067037884145975,1,5,5
31,24,25,0.0,0.009999999776482582,4.455169677734375,0.4935956597328186,0.4935956597328186,0.004935956560075283,1,5,5
32,25,26,0.0,0.009999999776482582,4.493032455444336,0.49900463223457336,0.49900463223457336,0.004990046378225088,1,5,5
33,26,3497,0.0,0.009999999776482582,4.493032455444336,0.49900463223457336,0.49900463223457336,0.004990046378225088,1,5,5
34,4838,4839,1.0,1.0,4.374224662780762,0.48203209042549133,0.48203209042549133,0.48203209042549133,5,5,25
35,3785,4838,0.0,0.009999999776482582,4.436128616333008,0.4908755123615265,0.4908755123615265,0.0049087549559772015,1,5,5
36,3785,4839,0.0,0.009999999776482582,4.436128616333008,0.4908755123615265,0.4908755123615265,0.0049087549559772015,1,5,5
37,3495,4839,0.1764705926179886,0.18470589816570282,4.374224662780762,0.48203209042549133,0.48203209042549133,0.08903416991233826,5,5,25
38,4838,4840,0.1764705926179886,0.18470589816570282,4.345804214477539,0.47797203063964844,0.47797203063964844,0.08828425407409668,5,5,25
39,4839,4840,0.0,0.009999999776482582,4.374224662780762,0.48203209042549133,0.48203209042549133,0.004820320755243301,1,5,5
40,27,4839,0.0,0.009999999776482582,4.424404621124268,0.4892006516456604,0.4892006516456604,0.004892006516456604,1,5,5
