model,model_seed,customer_set,beta,lambda_concentration,cost_increase_pct,common_global_risk,common_global_cvar90,common_max_vehicle_risk,common_edge_burden_gini_used,common_top10_burden_share,common_risk_reduction_pct
GCN,0,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,0,A,0.5,0.0,0.1088400090747893,4.601495397141418,0.13687757360817007,1.696857145572637,0.8135931526558607,0.8298987125531079,0.4097448382072038
GCN,0,A,1.0,0.0,0.17240905807268184,3.096481229512281,0.06773440901125914,0.941033676945891,0.7466954453187494,0.743755046756698,0.6027999875323684
GCN,0,A,1.5,0.0,0.22149426556893542,2.8843853759073577,0.06358608564796042,0.863480280645582,0.7312506502881971,0.7245463308581503,0.6300065066267697
GCN,0,A,2.0,0.0,0.26767942112396037,2.782383635839123,0.0578930405070656,0.8078035938969977,0.7236039933328918,0.7137891056192739,0.643090743030551
GCN,0,A,3.0,0.0,0.3420979181716686,2.181107837889499,0.03803189010445443,0.7543735553287758,0.6614206929267341,0.6353553923209005,0.7202191790648994
GCN,1,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,1,A,0.5,0.0,0.1089780712490372,4.5023747674242935,0.12731497604855022,1.6373255243992477,0.8076759184780865,0.8244403658580822,0.4224595012202362
GCN,1,A,1.0,0.0,0.1729456348471912,3.20587055420338,0.0825887653078214,0.8929291081942994,0.7512056915192499,0.7526054805024142,0.5887681113766198
GCN,1,A,1.5,0.0,0.2221338292626136,2.973051761248455,0.0669222092699447,0.8690983544350889,0.7386563199450743,0.7345254450570775,0.6186328580390534
GCN,1,A,2.0,0.0,0.26826599879400825,2.5665521250306886,0.049701705400520484,0.8440016718643809,0.7000159510115282,0.6847103653834798,0.670776452204862
GCN,1,A,3.0,0.0,0.3397247413386507,2.2680982213081853,0.0389296947574735,0.7840806753168483,0.6701457442509862,0.645363686605244,0.7090605190190585
GCN,2,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,2,A,0.5,0.0,0.11841853883950151,4.661219330113801,0.12825976288327637,1.5048124742554054,0.8141976247966316,0.8304529765796198,0.40208377225429465
GCN,2,A,1.0,0.0,0.19505349349540574,3.231046505990048,0.08644815680247978,1.1168523170628881,0.7532766041754753,0.7528870299375215,0.5855386752449754
GCN,2,A,1.5,0.0,0.25879418735857945,2.9180551206936856,0.06437449965145994,0.9474703787903944,0.7354914563995086,0.7283803455723038,0.625687532262758
GCN,2,A,2.0,0.0,0.31792285831985045,2.81597474589866,0.05903953870082812,0.8672871569283099,0.7265712826873779,0.7170632785818319,0.638781855507746
GCN,2,A,3.0,0.0,0.4231687731720568,2.176712976911569,0.03812918249915937,0.7664779596647835,0.6593971647952024,0.634779787431163,0.7207829282711239
GCN,3,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,3,A,0.5,0.0,0.11121617103589901,4.548588003318673,0.1266525635060602,1.6070505742654446,0.8127307544231982,0.827787363414334,0.41653151506018365
GCN,3,A,1.0,0.0,0.17328668573168474,3.068764989166466,0.07335914916638199,0.9413788103238618,0.7431103630772186,0.7401650469480705,0.6063552782623703
GCN,3,A,1.5,0.0,0.22331444742293896,2.977477351159356,0.06789218210836631,0.8529835655416758,0.7388608652117578,0.7328249736733456,0.6180651670900394
GCN,3,A,2.0,0.0,0.267510761386771,2.654978195426002,0.051630838046300385,0.7895269506660477,0.711460790473432,0.696894665488475,0.6594336299301077
GCN,3,A,3.0,0.0,0.34117625987331107,2.257554538695691,0.037336439307144656,0.7594958732782778,0.6692838283449174,0.6437382417466087,0.7104130061018871
GCN,4,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,4,A,0.5,0.0,0.12623211161990952,4.778116935278415,0.1320031403289903,1.4491039430937656,0.8195113234829575,0.8363254469592742,0.3870887741298851
GCN,4,A,1.0,0.0,0.20532457297742646,3.036974250481823,0.07838073703872608,1.116347188727091,0.741955577065605,0.7394326207325298,0.6104332237966567
GCN,4,A,1.5,0.0,0.2731093691230291,2.7573784393646497,0.05560420396378687,0.8787874346837553,0.721317858359291,0.7111788127532067,0.6462982755861343
GCN,4,A,2.0,0.0,0.3318201221514415,2.689425137795006,0.05377706719446351,0.7824268338166203,0.7138272774362641,0.7006943562762715,0.6550149608266004
GCN,4,A,3.0,0.0,0.44204224553275584,2.2450995447163664,0.03895552080878976,0.7766762786032269,0.6687632567938759,0.6443640626852701,0.7120106659606711
GCN,5,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,5,A,0.5,0.0,0.10754744861101993,4.578051467907912,0.12099625843483874,1.7024677053790982,0.8121636405622106,0.8293160684348925,0.4127520997707763
GCN,5,A,1.0,0.0,0.16919482139978612,3.239777417131016,0.08497315816336805,1.1716223404580124,0.7547271211447867,0.7553493858118765,0.5844187207685869
GCN,5,A,1.5,0.0,0.22011065869836466,3.044421929667414,0.07302989492780944,1.108199462203708,0.745896445161379,0.7429272742748233,0.6094778754363385
GCN,5,A,2.0,0.0,0.2690779536349904,2.7983337956057697,0.055908389979520155,0.9177026348727262,0.7270434074884602,0.7171103237629417,0.6410447420414964
GCN,5,A,3.0,0.0,0.35248616393129417,2.6174457862605336,0.04735789633190796,0.8215317503037666,0.7053295289092484,0.6890277562627313,0.6642480861736573
GCN,6,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,6,A,0.5,0.0,0.11738269939163089,4.666298389108915,0.13346277021319156,1.586726428439033,0.8153363239507317,0.8310519275456499,0.4014322577942828
GCN,6,A,1.0,0.0,0.18753619467811358,3.1158776585096897,0.07992823309293504,1.1057127000464861,0.7488395840164814,0.7466931390522398,0.6003119176011938
GCN,6,A,1.5,0.0,0.24462079917849278,2.848108263515136,0.05902012951104655,0.9254347369091066,0.7306013659405326,0.7227159846072463,0.6346599401296575
GCN,6,A,2.0,0.0,0.29961432145053346,2.8107101523464024,0.05904284146791725,0.837713319843411,0.7244325574072267,0.7152088506164512,0.6394571693461323
GCN,6,A,3.0,0.0,0.3938966071034107,2.305000442317332,0.04155222654242484,0.7780569497552474,0.6757149799138779,0.6531338562850363,0.7043268999338815
GCN,7,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,7,A,0.5,0.0,0.12172755332931323,4.539344841387335,0.12569978748370947,1.2626509474959395,0.8102034138081466,0.8246951423169657,0.41771717832188054
GCN,7,A,1.0,0.0,0.20104613813978744,3.1151315517316442,0.07425592438260227,1.0169572353274914,0.7465740083300929,0.7434122606677367,0.6004076241789432
GCN,7,A,1.5,0.0,0.26116064765339075,2.757667344396705,0.05409040899963689,0.8289089527053619,0.7214578535395433,0.7105029485082593,0.6462612163973878
GCN,7,A,2.0,0.0,0.3157287891723433,2.290204574338834,0.040493097064794356,0.7709325153042588,0.6735334296039693,0.651727189488868,0.7062248345602937
GCN,7,A,3.0,0.0,0.40440425798671004,2.3611230026034606,0.04185888135011227,0.7748641527599448,0.6844092584983164,0.6631458398510601,0.6971277987628824
GCN,8,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,8,A,0.5,0.0,0.12235592279264698,4.496968884298855,0.12904598572744597,1.653093990504963,0.8053566495317626,0.8226197248676742,0.4231529389276432
GCN,8,A,1.0,0.0,0.1958684334644799,3.2137326739867262,0.08425092186138379,1.2399704327135617,0.7530663398346835,0.7540179609901945,0.5877596007981598
GCN,8,A,1.5,0.0,0.25953375284333446,2.7973651499217143,0.05165749955868587,0.956489345488096,0.7273243230601931,0.7199306936257717,0.6411689947171195
GCN,8,A,2.0,0.0,0.31435115255795615,2.7138859643907476,0.04837711178204081,0.8945618016239616,0.7172583965323283,0.70697642167706,0.6518772571207962
GCN,8,A,3.0,0.0,0.40526546744120795,2.263622226916983,0.03957757668750283,0.7683319374943458,0.671334628087833,0.647342665851455,0.7096346755845967
GCN,9,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
GCN,9,A,0.5,0.0,0.1075377469447213,4.626642161691914,0.1341367402113167,1.3989525049968408,0.8177529083354909,0.8315386345148751,0.4065191460577483
GCN,9,A,1.0,0.0,0.17188666065660874,3.1342073547998686,0.08192872992048882,1.0318331807972076,0.7455586432600566,0.7443275439317482,0.597960682423149
GCN,9,A,1.5,0.0,0.22172486671403074,2.941146336498559,0.0722761696967139,0.9143301625171114,0.7369473388800934,0.7318731371160593,0.62272551488698
GCN,9,A,2.0,0.0,0.27320265437589925,2.8321324372186987,0.05790318771612524,0.827992760685038,0.7270469580368883,0.7169037295680496,0.63670923348356
GCN,9,A,3.0,0.0,0.35679519633187445,2.3867208010628644,0.04381781075527736,0.7479767066712453,0.6859533596385733,0.6658610192536593,0.6938442504015002
Stable-Tail-GNN,0,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,0,A,0.5,0.0,0.11001175395063333,4.602967823734507,0.1343320718259836,1.9653566398075344,0.8066267171789443,0.8260977274945569,0.4217244088732701
Stable-Tail-GNN,0,A,1.0,0.0,0.1703069087109835,3.1032603155499645,0.07341564573821906,0.8953588662199892,0.74651646889124,0.7450257265239122,0.6101342085987015
Stable-Tail-GNN,0,A,1.5,0.0,0.2193123006026231,2.811366246117954,0.06016389531756133,0.88401791066876,0.719663083933689,0.7094081136080306,0.6468051613428807
Stable-Tail-GNN,0,A,2.0,0.0,0.25357488012836055,2.4918336979051507,0.04683998347827027,0.8263928259040527,0.693265822463928,0.6763109263041,0.6869483646581788
Stable-Tail-GNN,0,A,3.0,0.0,0.31334614451762166,2.267571161889499,0.03835502708330538,0.7685594617455682,0.6666859260780174,0.6414047553638142,0.7151226981639005
Stable-Tail-GNN,1,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,1,A,0.5,0.0,0.10088397171589031,4.445336192148663,0.12639115158401873,1.534402324524889,0.8088990099076906,0.8236258514158099,0.44152783319127864
Stable-Tail-GNN,1,A,1.0,0.0,0.15679471631933437,3.2164388634653207,0.08184947477832097,1.0878216720969416,0.7566361444442737,0.7574327735004295,0.5959154709918191
Stable-Tail-GNN,1,A,1.5,0.0,0.20024701953394658,2.841811013740315,0.060901887056785196,0.9262259871932133,0.7296295243107688,0.72242407719914,0.6429803538126709
Stable-Tail-GNN,1,A,2.0,0.0,0.23785518386537063,2.783515180322293,0.053701116861637366,0.9617425116816497,0.7280716834848595,0.7184285328465897,0.6503041194397515
Stable-Tail-GNN,1,A,3.0,0.0,0.30483329912871504,2.543436800964129,0.04774371931082699,0.8321741106711189,0.70109843655662,0.6851179503467696,0.6804654136430689
Stable-Tail-GNN,2,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,2,A,0.5,0.0,0.10957592492397242,4.679339323222253,0.1319810349002386,1.6442469233084585,0.8124967452637218,0.8308062665957736,0.4121297786905915
Stable-Tail-GNN,2,A,1.0,0.0,0.17967275508871444,3.1485253829789714,0.08045285708951751,1.0465396282638193,0.7472522191622272,0.746092581887037,0.6044475115312304
Stable-Tail-GNN,2,A,1.5,0.0,0.23469766226981842,3.0736408806740854,0.07631910491525361,1.1136078218630738,0.7451059734001444,0.7435955759777965,0.6138553287254522
Stable-Tail-GNN,2,A,2.0,0.0,0.2883419466781097,2.890695208099852,0.059007722778625704,0.9142644536409815,0.7324713373672644,0.7247386636120241,0.6368389820993502
Stable-Tail-GNN,2,A,3.0,0.0,0.38338998861919055,2.4531362980028497,0.04496047035888296,0.7754544484678291,0.6893436956553575,0.6710005780708821,0.6918099588861849
Stable-Tail-GNN,3,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,3,A,0.5,0.0,0.10084441873915553,4.7080370831415745,0.13556217021666958,1.6273069264994544,0.8130568607115192,0.8320077236209272,0.4085244495384336
Stable-Tail-GNN,3,A,1.0,0.0,0.15438422358626097,3.474319845096595,0.0899144263822978,0.9938602406430833,0.7613374081650792,0.7670455170205445,0.5635176175190689
Stable-Tail-GNN,3,A,1.5,0.0,0.20032911061773545,3.307588200189483,0.08095817108056207,0.9787431407512525,0.7542609951147556,0.756527545251297,0.5844642858883354
Stable-Tail-GNN,3,A,2.0,0.0,0.24238959682083625,2.983365383778453,0.06661866299448393,0.906517501937261,0.7340483228072994,0.7295172656321491,0.6251967324307719
Stable-Tail-GNN,3,A,3.0,0.0,0.31197746226608714,2.4344036535483085,0.04691266697432074,0.7691219654033576,0.6843775748416785,0.664957722104012,0.6941633603132941
Stable-Tail-GNN,4,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,4,A,0.5,0.0,0.12224407171775588,4.4494043700865715,0.12236539749963449,1.2277221928642732,0.8079644368575787,0.8208272358212831,0.4410167438046178
Stable-Tail-GNN,4,A,1.0,0.0,0.19445586671393128,3.127943189366833,0.07869690516729604,1.085615557052281,0.7499136583964521,0.7472581810027051,0.6070332737249979
Stable-Tail-GNN,4,A,1.5,0.0,0.2529845706076605,2.7693004568399373,0.05010162838196515,0.9436920245864335,0.728301070654749,0.7187312451420429,0.6520899297993363
Stable-Tail-GNN,4,A,2.0,0.0,0.3062437732047239,2.6249030002106544,0.04780821764067705,0.8697120468022275,0.7115930773364141,0.6971611087089247,0.6702307310795265
Stable-Tail-GNN,4,A,3.0,0.0,0.3969559133565925,2.4504336484587275,0.04548243598674973,0.8438352913442742,0.6924375665576074,0.6718965128905665,0.6921494955335359
Stable-Tail-GNN,5,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,5,A,0.5,0.0,0.09773465922871705,4.576192732943883,0.12709198410110914,1.5813170565992585,0.8105602368523301,0.8276110935790262,0.4250881911214489
Stable-Tail-GNN,5,A,1.0,0.0,0.16073210321088088,3.4035472293808224,0.09224926657018813,1.139782004490541,0.7607909338436842,0.7645885718645735,0.5724088541637365
Stable-Tail-GNN,5,A,1.5,0.0,0.20579040653743536,2.8420522273029776,0.05918065056220696,0.9508604749274874,0.7278309141466951,0.7211029279576087,0.6429500499042193
Stable-Tail-GNN,5,A,2.0,0.0,0.2458859307076625,2.912665855261223,0.061817064245122864,0.9895596454117218,0.7349076111337195,0.7285079233774633,0.6340787870553692
Stable-Tail-GNN,5,A,3.0,0.0,0.32174256982406396,2.4806406294994767,0.04539282640509842,0.7941290461721752,0.6899081470522948,0.6730381725546636,0.6883545613766168
Stable-Tail-GNN,6,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,6,A,0.5,0.0,0.11654695050280789,4.4495768822613675,0.12260861980598045,1.638997947436481,0.806784599111093,0.8209210526307139,0.44099507092232165
Stable-Tail-GNN,6,A,1.0,0.0,0.1865766152353588,3.349052067190931,0.08615890898040506,1.098363092143356,0.7624965746817652,0.7639486451612699,0.5792551375477757
Stable-Tail-GNN,6,A,1.5,0.0,0.2404709043079162,2.9117272863213355,0.05455142280730524,0.9660470841183578,0.737395904517711,0.7282235296850906,0.6341967004384973
Stable-Tail-GNN,6,A,2.0,0.0,0.2908584115375286,2.736557820112223,0.05402053236760547,0.902043387701107,0.7213056482959592,0.7093349165357307,0.6562034209932419
Stable-Tail-GNN,6,A,3.0,0.0,0.3853497266740051,2.4272198422739035,0.04859340025153173,0.8155481219551477,0.6918638943688904,0.6705401239951836,0.6950658699267283
Stable-Tail-GNN,7,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,7,A,0.5,0.0,0.11342972816657018,4.332442649275654,0.11930921705979987,1.3916557477261358,0.8050116702661876,0.8188370438626243,0.4557107653209888
Stable-Tail-GNN,7,A,1.0,0.0,0.18284669490102426,3.131620418616633,0.07975425753295863,1.083951574344177,0.7481652971382743,0.7476611769300472,0.6065712996249031
Stable-Tail-GNN,7,A,1.5,0.0,0.2311804324707551,2.7856230575297363,0.04965394679517466,0.9399569235327375,0.7281809445372154,0.7188047696055493,0.6500393046539797
Stable-Tail-GNN,7,A,2.0,0.0,0.27513125244873965,2.656694886475529,0.04658301712946026,0.9159846734646351,0.7132733698972235,0.7001268833316867,0.6662366836460307
Stable-Tail-GNN,7,A,3.0,0.0,0.3597977574208474,2.465170927155385,0.043506860875276415,0.8651326731562319,0.6904358472167089,0.6718346425181363,0.690298036023877
Stable-Tail-GNN,8,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-GNN,8,A,0.5,0.0,0.11023489244202325,4.549567994388101,0.11803292079423518,1.7505328406673812,0.8099277546115313,0.8281174609261359,0.4284330844634242
Stable-Tail-GNN,8,A,1.0,0.0,0.17910707289315095,3.45025327373866,0.08188197391139004,0.9653219976947793,0.7638855923285572,0.7701162395535726,0.5665411256797471
Stable-Tail-GNN,8,A,1.5,0.0,0.23664023582529534,2.892250134513347,0.05982259670868364,0.9515802425786237,0.7337576291011929,0.726390793816176,0.6366436350916467
Stable-Tail-GNN,8,A,2.0,0.0,0.28561279128341943,2.60798184327923,0.05220407756780145,0.8730658084456294,0.7105681509443379,0.697445970233944,0.67235655346234
Stable-Tail-GNN,8,A,3.0,0.0,0.3732539786190041,2.472485523524207,0.04790219152342537,0.8230026479834333,0.6936500111454891,0.6748028091077155,0.6893790957442552
