model,customer_set,beta,lambda_concentration,model_seeds,cost_increase_pct_mean,cost_increase_pct_std,common_risk_reduction_pct_mean,common_risk_reduction_pct_std,common_global_risk_mean,common_global_risk_std,common_global_cvar90_mean,common_global_cvar90_std,common_max_vehicle_risk_mean,common_max_vehicle_risk_std,common_edge_burden_gini_used_mean,common_edge_burden_gini_used_std,common_top10_burden_share_mean,common_top10_burden_share_std
GCN,A,0.0,0.0,10,0.0,0.0,0.0,0.0,7.795773243499634,0.0,0.22536744437092188,5.851389114294502e-17,2.2989881096154194,4.681111291435602e-16,0.8504429564771069,0.0,0.8815259771712872,0.0
GCN,A,0.5,0.0,10,0.1150236272888469,0.0070130054236464,0.40994820217441347,0.011111457135818346,4.599910017767153,0.08662240023571686,0.12944495584455495,0.004705182602510787,1.5499041238402376,0.14347969179973818,0.8128521710025076,0.004312424130093046,0.8288126363044475,0.004061819233131141
GCN,A,1.0,0.0,10,0.18445516934631656,0.013968340713936274,0.5964753821983023,0.00922052951811991,3.1457864185512947,0.0718811573082671,0.07938481847474464,0.005973885545497881,1.057463699059679,0.11158659952344077,0.74850093777424,0.004439414607050615,0.7472645515331029,0.005953171612699912
GCN,A,1.5,0.0,10,0.240599682382371,0.02099254954974313,0.6292983881172238,0.012631200972207613,2.889905707237303,0.09846997857241521,0.06284532833354109,0.007502052285515079,0.914518267391988,0.07995765145729959,0.7327804476785571,0.00792106444780857,0.7259405946046243,0.010303619511479407
GCN,A,2.0,0.0,10,0.2925174032967754,0.025838910338559652,0.6542410878052146,0.021271444148589398,2.6954580763889933,0.16582735514419147,0.05337668178595759,0.005955070651267666,0.8339949239501753,0.04857206498665803,0.7144794044010367,0.016823789074214387,0.7021078286462703,0.020735119797659605
GCN,A,3.0,0.0,10,0.380105763088294,0.03800748441584553,0.7041668009274158,0.016458007101090508,2.3062485378682487,0.12830289140002493,0.040554711914424696,0.003133776798793083,0.7731865839176463,0.020385522516573863,0.6751752442159565,0.01360151555689842,0.6522112308293129,0.01651304558588712
GCN,B,0.0,0.0,10,0.0,0.0,0.0,0.0,8.39809784146732,0.0,0.25918567434636797,0.0,2.7736311395548943,0.0,0.8477540592052198,0.0,0.8813086851131514,0.0
GCN,B,0.5,0.0,10,0.13602785779955012,0.005472618831424282,0.3057619129977926,0.029094273369115402,5.830279379917334,0.24433655438025734,0.14131646350950183,0.005812269217227109,1.787297447917987,0.046575441967754844,0.8268285842527601,0.004321083830059157,0.8469250755255763,0.005619549380688352
GCN,B,1.0,0.0,10,0.2245755324883852,0.010585267714961539,0.5154480175801,0.022841421082813746,4.069314957638758,0.1918244890916472,0.09767274020592849,0.007230494343510676,1.3736121110948294,0.04975831147273764,0.7820803733715597,0.008061356335114001,0.7857019394816542,0.010282184462439158
GCN,B,1.5,0.0,10,0.29383579055263753,0.015978390910956503,0.5890451570065658,0.018635241730895785,3.4512389798831125,0.15650058335547637,0.08011405253573174,0.004508944110701848,1.2040534186118121,0.11466363884882473,0.7549377155682222,0.006971147615960435,0.7482830833150913,0.01015043664877076
GCN,B,2.0,0.0,10,0.3554006688434407,0.021203315334211274,0.6217349438727124,0.007888337938046594,3.1767069513644675,0.06624703381028192,0.07166536545808379,0.003057508599991006,1.1247364927468655,0.014398015653619946,0.7392366242334525,0.004572879583224317,0.726597829607214,0.006234016686088671
GCN,B,3.0,0.0,10,0.47122439786030074,0.030702555890324227,0.6384768614453857,0.009138985617070687,3.0361066895353575,0.07675009538393146,0.06540548184042183,0.003636185714862257,1.1149951417452473,0.014284578901098546,0.7290510784142903,0.006226187031984637,0.7127635024842529,0.007942779535167465
