P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,703,326,210,79,84,117,10
2,4,747,248,102,69,98,245,16
3,0,738,259,134,62,108,220,9
4,4,683,246,133,88,97,265,13
5,0,749,283,158,58,92,175,14
