P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,602,491,232,65,54,46,40
2,0,702,305,144,96,80,92,110
3,0,609,347,191,103,100,113,67
4,0,601,351,138,141,131,129,38
5,0,510,472,203,106,69,75,94
