P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,533,373,129,72,89,69,56
2,0,611,243,91,75,106,86,109
3,0,544,262,135,82,141,80,76
4,0,531,301,134,91,115,66,83
5,0,482,385,145,80,55,84,89
