P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,772,431,128,103,20,40,36
2,0,700,367,144,86,75,67,90
3,0,617,391,195,131,62,79,55
4,0,604,384,173,173,70,76,49
5,0,595,457,170,77,53,92,85
