P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,235,752,377,46,70,16,34
2,0,263,617,336,132,86,67,28
3,0,199,550,437,192,80,41,31
4,0,199,555,384,219,119,23,30
5,0,206,544,434,135,120,58,32
