P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,820,304,179,115,32,14,65
2,0,636,307,153,89,77,78,189
3,0,566,322,223,121,102,49,147
4,0,600,304,185,104,114,48,174
5,0,592,398,145,108,69,45,172
