P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,657,546,178,67,23,18,41
2,0,753,347,136,127,41,41,84
3,0,639,381,190,152,50,55,63
4,0,631,385,170,130,64,57,92
5,0,621,441,179,70,61,81,76
