P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,120,700,346,63,14,54,24
2,0,145,613,306,77,47,61,72
3,0,117,624,322,142,41,45,29
4,0,130,593,330,122,41,58,47
5,0,168,625,300,90,25,84,28
