P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,6,455,517,217,34,17,50,25
2,0,504,385,197,56,47,59,73
3,0,379,451,262,86,73,39,30
4,2,404,456,213,67,89,43,47
5,0,331,547,224,55,52,80,31
