P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,570,544,296,40,21,59,0
2,0,510,469,265,114,56,115,0
3,0,442,507,336,116,54,73,2
4,0,463,510,299,137,54,57,9
5,0,446,596,285,60,43,96,3
