P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,664,393,105,70,31,56,1
2,0,605,326,148,87,36,118,1
3,0,543,354,198,113,44,67,1
4,0,546,358,170,94,67,76,10
5,0,574,388,145,76,44,93,0
