P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,739,548,145,28,27,3,40
2,0,726,426,142,85,44,24,82
3,0,616,501,199,83,65,6,60
4,0,613,434,169,146,117,4,46
5,0,559,551,177,95,54,27,66
