P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,526,513,146,75,28,33,0
2,1,480,463,184,57,40,96,0
3,0,406,535,204,98,12,65,0
4,12,466,471,171,122,29,50,0
5,2,397,525,221,77,35,63,0
